geoidcty,period,year,month,total_gen,capacity_mw,smoke_days,total_pm,avg_pm_smoke
04001,2013-01,2013,01,533,13.4,0,0,0
04001,2013-02,2013,02,537,13.4,0,0,0
04001,2013-03,2013,03,747,13.4,1,0.4754791,0.4754791
04001,2013-04,2013,04,842,13.4,1,1.173682,1.173682
04001,2013-05,2013,05,868,13.4,1,4.005845,4.005845
04001,2013-06,2013,06,794,13.4,12,46.9040758,3.90867298333333
04001,2013-07,2013,07,624,13.4,7,14.29397871,2.04199695857143
04001,2013-08,2013,08,593,13.4,1,1.97483,1.97483
04001,2013-09,2013,09,687,13.4,0,0,0
04001,2013-10,2013,10,568,13.4,0,0,0
04001,2013-11,2013,11,568,13.4,0,0,0
04001,2013-12,2013,12,406,13.4,0,0,0
04001,2014-01,2014,01,795,13.4,0,0,0
04001,2014-02,2014,02,556,13.4,0,0,0
04001,2014-03,2014,03,691,13.4,0,0,0
04001,2014-04,2014,04,691,13.4,0,0,0
04001,2014-05,2014,05,555,13.4,6,14.971,2.49516666666667
04001,2014-06,2014,06,76,13.4,8,26.4189212,3.30236515
04001,2014-07,2014,07,1027,13.4,3,0.0670837057,0.0223612352333333
04001,2014-08,2014,08,48,13.4,0,0,0
04001,2014-09,2014,09,88,13.4,0,0,0
04001,2014-10,2014,10,50,13.4,2,0.7686739,0.38433695
04001,2014-12,2014,12,504,13.4,0,0,0
04001,2015-01,2015,01,950,13.4,0,0,0
04001,2015-02,2015,02,1163,13.4,1,0.8931898,0.8931898
04001,2015-03,2015,03,1835,13.4,0,0,0
04001,2015-04,2015,04,1548,13.4,2,2.5659047,1.28295235
04001,2015-05,2015,05,1548,13.4,0,0,0
04001,2015-06,2015,06,1644,13.4,7,32.31263,4.61609
04001,2015-07,2015,07,516,13.4,0,0,0
04001,2015-08,2015,08,1575,13.4,3,6.880776,2.293592
04001,2015-09,2015,09,1129,13.4,4,3.575949311,0.89398732775
04001,2015-10,2015,10,1035,13.4,0,0,0
04001,2015-11,2015,11,1050,13.4,0,0,0
04001,2015-12,2015,12,689,13.4,1,0.01967069,0.01967069
04001,2016-01,2016,01,708,13.4,0,0,0
04001,2016-02,2016,02,1201,13.4,0,0,0
04001,2016-03,2016,03,1528,13.4,2,0.125263437,0.0626317185
04001,2016-04,2016,04,1416,13.4,2,4.492099,2.2460495
04001,2016-05,2016,05,2080,13.4,10,13.6017537,1.36017537
04001,2016-06,2016,06,1910,13.4,16,60.358259843,3.7723912401875
04001,2016-07,2016,07,2017,13.4,2,0.0015724993,0.00078624965
04001,2016-08,2016,08,1063,13.4,4,2.6942981409,0.673574535225
04001,2016-09,2016,09,1776,13.4,4,5.702488967,1.42562224175
04001,2016-10,2016,10,1666,13.4,4,3.53946917,0.8848672925
04001,2016-11,2016,11,1512,13.4,1,1.418069,1.418069
04001,2016-12,2016,12,432,13.4,0,0,0
04001,2017-01,2017,01,1734,13.4,0,0,0
04001,2017-02,2017,02,1367,13.4,0,0,0
04001,2017-03,2017,03,2218,13.4,2,0.7994924,0.3997462
04001,2017-04,2017,04,2379,13.4,2,1.29654492,0.64827246
04001,2017-05,2017,05,2325,13.4,6,21.644073,3.6073455
04001,2017-06,2017,06,2526,13.4,17,70.2730845008,4.13371085298824
04001,2017-07,2017,07,1689,13.4,5,28.813913305,5.762782661
04001,2017-08,2017,08,1853,13.4,2,3.621414,1.810707
04001,2017-09,2017,09,1882,13.4,5,27.152881,5.4305762
04001,2017-10,2017,10,2148,13.4,8,13.4932248223,1.6866531027875
04001,2017-11,2017,11,1516,13.4,10,12.8122381157,1.28122381157
04001,2017-12,2017,12,1342,13.4,0,0,0
04001,2018-01,2018,01,1696,13.4,0,0,0
04001,2018-02,2018,02,826,13.4,0,0,0
04001,2018-03,2018,03,2201,13.4,0,0,0
04001,2018-04,2018,04,1968,13.4,9,8.4992472373,0.944360804144445
04001,2018-05,2018,05,2855,13.4,0,0,0
04001,2018-06,2018,06,2670,13.4,3,0.697364592,0.232454864
04001,2018-07,2018,07,2238,13.4,6,17.755773,2.9592955
04001,2018-08,2018,08,2295,13.4,13,40.9179591,3.14753531538462
04001,2018-09,2018,09,2387,13.4,5,12.426086,2.4852172
04001,2018-10,2018,10,1554,13.4,1,0.04177892,0.04177892
04001,2018-11,2018,11,2064,13.4,8,7.9576228,0.99470285
04001,2018-12,2018,12,1258,13.4,0,0,0
04001,2019-01,2019,01,1533,13.4,0,0,0
04001,2019-02,2019,02,1534,13.4,0,0,0
04001,2019-03,2019,03,2342,13.4,0,0,0
04001,2019-04,2019,04,1069,13.4,2,0.23498394,0.11749197
04001,2019-05,2019,05,825,13.4,0,0,0
04001,2019-06,2019,06,1061,13.4,17,48.664759142,2.86263289070588
04001,2019-07,2019,07,1246,13.4,11,16.5091413427,1.50083103115455
04001,2019-08,2019,08,1923,13.4,1,1.012498,1.012498
04001,2019-09,2019,09,1898,13.4,1,0.8709426,0.8709426
04001,2019-10,2019,10,2567,13.4,10,10.86106523,1.086106523
04001,2019-11,2019,11,1831,13.4,11,25.34856232,2.30441475636364
04001,2019-12,2019,12,1344,13.4,0,0,0
04001,2020-01,2020,01,1524,13.4,0,0,0
04001,2020-02,2020,02,1673,13.4,0,0,0
04001,2020-03,2020,03,2382,13.4,0,0,0
04001,2020-04,2020,04,2671,13.4,0,0,0
04001,2020-05,2020,05,3040,13.4,0,0,0
04001,2020-06,2020,06,2700,13.4,21,85.977906709,4.09418603376191
04001,2020-07,2020,07,1989,13.4,4,1.89620082,0.474050205
04001,2020-08,2020,08,2120,13.4,20,120.1564658399,6.007823291995
04001,2020-09,2020,09,2111,13.4,19,123.564704,6.50340547368421
04001,2020-10,2020,10,2042,13.4,15,72.066916,4.80446106666667
04001,2020-11,2020,11,1530,13.4,1,1.52467,1.52467
04001,2020-12,2020,12,1378,13.4,1,1.286411,1.286411
04003,2015-01,2015,01,1296.36,17.7,0,0,0
04003,2015-02,2015,02,1825.05,17.7,0,0,0
04003,2015-03,2015,03,2473.48,17.7,0,0,0
04003,2015-04,2015,04,3028.1,17.7,0,0,0
04003,2015-05,2015,05,3055.3,17.7,0,0,0
04003,2015-06,2015,06,3108.06,17.7,2,6.240952,3.120476
04003,2015-07,2015,07,2980.65,17.7,0,0,0
04003,2015-08,2015,08,15822.82,68.7,3,2.28337152,0.96653313
04003,2015-09,2015,09,14322.56,68.7,0,0,0
04003,2015-10,2015,10,13394.88,68.7,0,0,0
04003,2015-11,2015,11,13039.01,68.7,0,0,0
04003,2015-12,2015,12,10137.74,68.7,0,0,0
04003,2016-01,2016,01,11736.61,68.7,0,0,0
04003,2016-02,2016,02,14755.36,68.7,0,0,0
04003,2016-03,2016,03,15470.93,68.7,5,4.8359083,0.7476542375
04003,2016-04,2016,04,17805.53,68.7,0,0,0
04003,2016-05,2016,05,21131.65,68.7,4,3.19849176,0.79962294
04003,2016-06,2016,06,18344.82,68.7,13,45.79949873469,3.56163541951357
04003,2016-07,2016,07,28104.62,98.7,2,3.994256,1.997128
04003,2016-08,2016,08,25348.21,98.7,2,1.7636083,0.88180415
04003,2016-09,2016,09,21819.39,98.7,0,0,0
04003,2016-10,2016,10,22541.21,98.7,0,0,0
04003,2016-11,2016,11,17932.02,98.7,0,0,0
04003,2016-12,2016,12,19435.65,118.7,0,0,0
04003,2017-01,2017,01,16114.41,118.7,0,0,0
04003,2017-02,2017,02,18537.35,118.7,0,0,0
04003,2017-03,2017,03,32108.6,118.7,8,20.13972,2.33303255555556
04003,2017-04,2017,04,34912.67,118.7,8,19.90242277,2.42593902833333
04003,2017-05,2017,05,36189.48,118.7,6,4.4595345396,1.1714916283
04003,2017-06,2017,06,40958.24,118.7,47,199.87085936,4.27066611881092
04003,2017-07,2017,07,24398.74,118.7,12,46.6315107,4.36719942888889
04003,2017-08,2017,08,30770.92,118.7,6,6.94782576,1.15797096
04003,2017-09,2017,09,31864.83,118.7,10,40.958754627,4.17297537522222
04003,2017-10,2017,10,35246.73,208.7,3,4.703466,1.567822
04003,2017-11,2017,11,20770.57,208.7,0,0,0
04003,2017-12,2017,12,19151.5,208.7,0,0,0
04003,2018-01,2018,01,21992.95,208.7,1,2.950355,0.983451666666667
04003,2018-02,2018,02,23517.6,208.7,3,5.8049751,1.9349917
04003,2018-03,2018,03,30363.85,208.7,5,10.279886,2.33992033333333
04003,2018-04,2018,04,36148,208.7,2,3.2927598,1.0975866
04003,2018-05,2018,05,45597.48,208.7,2,9.084211,3.02807033333333
04003,2018-06,2018,06,44524.19,208.7,3,10.4319611,1.7944092
04003,2018-07,2018,07,39331.8,208.7,8,3.4677727,0.576230006111111
04003,2018-08,2018,08,39807.89,208.7,23,37.193597353,1.60983670011111
04003,2018-09,2018,09,38309.83,208.7,0,0,0
04003,2018-10,2018,10,27406.2,208.7,0,0,0
04003,2018-11,2018,11,23748.54,208.7,7,9.8800373,1.42729658888889
04003,2018-12,2018,12,16028.71,208.7,0,0,0
04003,2019-01,2019,01,19731.81,208.7,0,0,0
04003,2019-02,2019,02,19452.86,208.7,1,1.524127,0.508042333333333
04003,2019-03,2019,03,31031.82,208.7,3,5.85644856,0.986085353333333
04003,2019-04,2019,04,36900.77,208.7,0,0,0
04003,2019-05,2019,05,38675.33,208.7,2,1.1365958,0.378865266666667
04003,2019-06,2019,06,43785.51,208.7,30,28.4289637979,0.973238337663889
04003,2019-07,2019,07,38614.65,208.7,5,6.0717027,1.28273795
04003,2019-08,2019,08,41823.31,208.7,2,0.07986122,0.0266204066666667
04003,2019-09,2019,09,33694.96,208.7,1,0.0001371803,4.57267666666667e-05
04003,2019-10,2019,10,34682.74,208.7,5,8.1068971104,1.7310535184
04003,2019-11,2019,11,19565.25,208.7,4,4.1019803,0.683663383333333
04003,2019-12,2019,12,15550.07,208.7,0,0,0
04003,2020-01,2020,01,22960.19,208.7,0,0,0
04003,2020-02,2020,02,26024.76,208.7,1,1.453245,0.484415
04003,2020-03,2020,03,29324.84,208.7,0,0,0
04003,2020-04,2020,04,40129.81,208.7,1,1.975538,0.658512666666667
04003,2020-05,2020,05,43805.32,208.7,4,2.594778641,0.432463106833333
04003,2020-06,2020,06,41322.84,208.7,34,162.27192004127,4.44688442016445
04003,2020-07,2020,07,38918.03,208.7,3,6.722902,2.24096733333333
04003,2020-08,2020,08,36215.5,208.7,40,282.292912,7.03407632234432
04003,2020-09,2020,09,34116.2,208.7,62,359.1134695457,5.79541881580476
04003,2020-10,2020,10,32077.96,208.7,43,181.05462636971,4.19611633153103
04003,2020-11,2020,11,23021.23,208.7,2,8.006089,2.66869633333333
04003,2020-12,2020,12,21644.33,208.7,0,0,0
04012,2019-12,2019,12,735,32.5,1,3.259054,3.259054
04012,2020-01,2020,01,5457,32.5,0,0,0
04012,2020-02,2020,02,6591,32.5,3,0.412992796,0.137664265333333
04012,2020-03,2020,03,7070,32.5,0,0,0
04012,2020-04,2020,04,9247,32.5,0,0,0
04012,2020-05,2020,05,7848,32.5,0,0,0
04012,2020-06,2020,06,7649,32.5,7,7.38861802,1.05551686
04012,2020-07,2020,07,8519,32.5,4,5.39357169,1.3483929225
04012,2020-08,2020,08,7625,32.5,19,99.924073,5.25916173684211
04012,2020-09,2020,09,7151,32.5,23,148.428404,6.45340886956522
04012,2020-10,2020,10,6130,32.5,16,79.398866,4.962429125
04012,2020-11,2020,11,4854,32.5,0,0,0
04012,2020-12,2020,12,4350,32.5,0,0,0
04013,2013-01,2013,01,37203.39,260.3,3,0.22619697,0.0173997669230769
04013,2013-02,2013,02,44050.8,260.3,0,0,0
04013,2013-03,2013,03,51364.09,264.3,0,0,0
04013,2013-04,2013,04,58348.21,393.3,3,3.34661,0.223107333333333
04013,2013-05,2013,05,70782.71,393.3,40,72.037483682,1.91464523511111
04013,2013-06,2013,06,85364.87,393.3,61,358.2476778,5.880928928
04013,2013-07,2013,07,84651.97,393.3,90,399.3694247,4.43743805222222
04013,2013-08,2013,08,84742.34,393.3,0,0,0
04013,2013-09,2013,09,89767.04,393.3,0,0,0
04013,2013-10,2013,10,101816.07,393.3,0,0,0
04013,2013-11,2013,11,70963.5,408.1,1,1.748647,0.1092904375
04013,2013-12,2013,12,69187.24,423.1,0,0,0
04013,2014-01,2014,01,72163.32,423.1,4,0.112064006,0.0035020001875
04013,2014-02,2014,02,71150.28,423.1,4,0.126567816,0.00395524425
04013,2014-03,2014,03,101259.01,423.1,3,2.6184656879,0.16365410549375
04013,2014-04,2014,04,106603.26,423.1,0,0,0
04013,2014-05,2014,05,127042.1,455.1,42,97.160388588,2.307604322
04013,2014-06,2014,06,128630.59,455.1,0,0,0
04013,2014-07,2014,07,116553.95,455.1,8,2.81108374685,0.135096937714063
04013,2014-08,2014,08,108102.79,455.1,2,0.235398979,0.0147124361875
04013,2014-09,2014,09,104711.82,454.9,1,1.669753,0.111316866666667
04013,2014-10,2014,10,87216.52,454.9,1,0.5243293,0.0349552866666667
04013,2014-11,2014,11,76897.5,454.9,2,3.847075,0.256471666666667
04013,2014-12,2014,12,57190.9,454.9,0,0,0
04013,2015-01,2015,01,58155.89,454.9,2,0.019867172,0.00132447813333333
04013,2015-02,2015,02,81947.42,454.9,0,0,0
04013,2015-03,2015,03,103911.96,454.9,0,0,0
04013,2015-04,2015,04,118647.12,454.9,18,28.9832517,1.63138519
04013,2015-05,2015,05,120308.45,454.9,0,0,0
04013,2015-06,2015,06,118852.78,454.9,77,144.45402825,1.88880198385714
04013,2015-07,2015,07,114140.09,454.9,0,0,0
04013,2015-08,2015,08,115199.44,454.9,16,23.87030396,1.489710362
04013,2015-09,2015,09,101358.58,464.9,0,0,0
04013,2015-10,2015,10,92277.96,464.9,1,0.4611583,0.02882239375
04013,2015-11,2015,11,82912.99,464.3,0,0,0
04013,2015-12,2015,12,70372.43,464.9,3,0.17639255,0.0072237575
04013,2016-01,2016,01,69519.91,460.9,0,0,0
04013,2016-02,2016,02,90158.03,460.9,2,0.05715692,0.00381046133333333
04013,2016-03,2016,03,104734.15,460.9,3,1.1928107217,0.07952071478
04013,2016-04,2016,04,110706.88,460.9,3,4.1420887,0.276139246666667
04013,2016-05,2016,05,129177.07,461.1,19,26.71092109477,1.53150738478688
04013,2016-06,2016,06,124361.8,461.1,86,173.9062136415,2.08264598722569
04013,2016-07,2016,07,125683.18,461.1,0,0,0
04013,2016-08,2016,08,110935.34,461.1,76,151.2105395,1.9749163828125
04013,2016-09,2016,09,98606.25,461.1,0,0,0
04013,2016-10,2016,10,96836.6,461.1,0,0,0
04013,2016-11,2016,11,76870.02,461.1,0,0,0
04013,2016-12,2016,12,100460.85,711.1,0,0,0
04013,2017-01,2017,01,95197.43,695.5,2,0.030938612,0.00206257413333333
04013,2017-02,2017,02,108286.36,695.5,0,0,0
04013,2017-03,2017,03,181324.62,695.5,0,0,0
04013,2017-04,2017,04,197250.25,695.5,0,0,0
04013,2017-05,2017,05,210200.93,696.7,0,0,0
04013,2017-06,2017,06,228670.09,696.7,130,358.950493846713,2.7860334826607
04013,2017-07,2017,07,161290.42,696.7,28,67.90246541529,2.24931481679281
04013,2017-08,2017,08,182300.86,696.7,32,89.248135,2.78900421875
04013,2017-09,2017,09,180040.08,696.7,34,238.665227607,7.1334433043125
04013,2017-10,2017,10,163468.07,696.7,45,59.8576063706,1.40254502360313
04013,2017-11,2017,11,99818.82,696.7,2,0.06185399,0.003865874375
04013,2017-12,2017,12,93465.13,696.7,0,0,0
04013,2018-01,2018,01,110557.81,715.9,6,0.152848949,0.00403061595098039
04013,2018-02,2018,02,119261.73,715.9,2,0.09801453,0.00288278029411765
04013,2018-03,2018,03,156503.54,715.9,0,0,0
04013,2018-04,2018,04,182846.66,715.9,1,0.1480353,0.00870795882352941
04013,2018-05,2018,05,222816.93,715.9,9,19.356620633,0.973368442147059
04013,2018-06,2018,06,215862.4,715.9,3,0.059875432,0.00352208423529412
04013,2018-07,2018,07,195076.97,715.9,18,46.8891404,2.66625336470588
04013,2018-08,2018,08,196026.35,715.9,144,560.50659,3.86584740841503
04013,2018-09,2018,09,185170.93,715.9,0,0,0
04013,2018-10,2018,10,132866.27,715.9,1,2.692697e-05,1.58393941176471e-06
04013,2018-11,2018,11,116194.43,715.9,24,129.18361577,6.2862941295098
04013,2018-12,2018,12,85426.13,715.9,2,0.12496183,0.00735069588235294
04013,2019-01,2019,01,107914.64,743.3,3,0.077307554,0.00225895678947368
04013,2019-02,2019,02,106448.56,743.3,0,0,0
04013,2019-03,2019,03,162452.71,743.1,0,0,0
04013,2019-04,2019,04,188871.03,743.3,4,4.4583466,0.234649821052632
04013,2019-05,2019,05,201483.17,743.3,2,2.586682,0.0680705789473684
04013,2019-06,2019,06,228776.6,745.1,145,171.870732899546,1.24501376017628
04013,2019-07,2019,07,206529.76,745.1,18,16.6734740892,0.70184025848
04013,2019-08,2019,08,217662.07,745.1,3,4.7771739,0.238858695
04013,2019-09,2019,09,177339.45,744.9,9,13.610101349,0.521772018368421
04013,2019-10,2019,10,179599.6,744.9,68,148.51754039,2.29199681262281
04013,2019-11,2019,11,105750.55,744.9,17,28.4307674336,1.40316621755789
04013,2019-12,2019,12,82691.02,744.9,0,0,0
04013,2020-01,2020,01,136046.86,894.9,2,0.031899756,0.00167893452631579
04013,2020-02,2020,02,156010.32,894.9,0,0,0
04013,2020-03,2020,03,178193.13,899.5,0,0,0
04013,2020-04,2020,04,235415.06,899.5,0,0,0
04013,2020-05,2020,05,254148.09,899.5,9,6.72756565,0.231621260625
04013,2020-06,2020,06,246929.39,899.5,115,181.819641875907,1.35351589690584
04013,2020-07,2020,07,250311.25,899.5,4,2.187340885,0.080039509875
04013,2020-08,2020,08,228178.77,899.5,323,1903.02209315394,5.89402138883512
04013,2020-09,2020,09,207050.67,899.5,429,2553.95523456,5.95833166028802
04013,2020-10,2020,10,193033.1,899.5,332,1342.38181275,4.02423962152778
04013,2020-11,2020,11,140773.31,899.5,0,0,0
04013,2020-12,2020,12,124737.21,899.5,0,0,0
04015,2013-01,2013,01,1116.73,10.5,0,0,0
04015,2013-02,2013,02,1397.58,10.5,0,0,0
04015,2013-03,2013,03,1646.07,10.5,0,0,0
04015,2013-04,2013,04,1875.19,10.5,1,0.01346122,0.00673061
04015,2013-05,2013,05,2122.93,10.5,2,5.289351,2.6446755
04015,2013-06,2013,06,2347.24,10.5,12,47.89017,3.9908475
04015,2013-07,2013,07,2278.03,10.5,16,91.1030979,5.71323607380952
04015,2013-08,2013,08,2237.14,10.5,0,0,0
04015,2013-09,2013,09,2384.9,10.5,0,0,0
04015,2013-10,2013,10,3317.53,10.5,0,0,0
04015,2013-11,2013,11,2196,10.5,1,0.01168107,0.005840535
04015,2013-12,2013,12,2111.67,10.5,0,0,0
04015,2014-01,2014,01,1478.43,10,0,0,0
04015,2014-02,2014,02,1488.98,10,1,0.03731354,0.01865677
04015,2014-03,2014,03,2113.4,10,0,0,0
04015,2014-04,2014,04,2210.78,10,0,0,0
04015,2014-05,2014,05,2591,10,7,11.87238976,1.6647024575
04015,2014-06,2014,06,2623.59,10,2,3.63124,1.81562
04015,2014-07,2014,07,2416.04,10,2,2.141278,1.070639
04015,2014-08,2014,08,2130.39,10,0,0,0
04015,2014-09,2014,09,2248.38,10,1,0.0003088078,0.0001544039
04015,2014-10,2014,10,2039.4,10,1,0.001197068,0.000598534
04015,2014-11,2014,11,1592.67,10,1,0.002147898,0.001073949
04015,2014-12,2014,12,1077.94,10,0,0,0
04015,2015-01,2015,01,1055.3,10,0,0,0
04015,2015-02,2015,02,1485.68,10,0,0,0
04015,2015-03,2015,03,2013.54,10,1,0.1440191,0.07200955
04015,2015-04,2015,04,3675.37,24.4,6,14.3931459794,2.87666533104444
04015,2015-05,2015,05,3708.38,24.4,0,0,0
04015,2015-06,2015,06,3772.42,24.4,25,114.9769557523,4.62583131952963
04015,2015-07,2015,07,3617.78,24.4,1,0.001613342,0.000537780666666667
04015,2015-08,2015,08,3876.52,24.4,13,38.29736913,3.42571492388889
04015,2015-09,2015,09,3092.12,24.4,1,0.008615945,0.00287198166666667
04015,2015-10,2015,10,2744.15,24.4,0,0,0
04015,2015-11,2015,11,2485.78,24.4,0,0,0
04015,2015-12,2015,12,2090.99,24.4,0,0,0
04015,2016-01,2016,01,2432.37,24.4,0,0,0
04015,2016-02,2016,02,2981.22,24.4,5,4.1317589329,0.634542381433333
04015,2016-03,2016,03,3481.26,24.4,0,0,0
04015,2016-04,2016,04,3754.65,24.4,1,0.00228065,0.000760216666666667
04015,2016-05,2016,05,4595.45,24.4,2,0.273777154,0.0456295256666667
04015,2016-06,2016,06,4467.51,24.4,10,31.0455549,3.49362900444444
04015,2016-07,2016,07,4625.09,24.4,12,16.812616099587,2.64915652220693
04015,2016-08,2016,08,3692.14,24.4,23,60.5076821,2.63257642678571
04015,2016-09,2016,09,3417.11,24.4,0,0,0
04015,2016-10,2016,10,3377.73,24.4,0,0,0
04015,2016-11,2016,11,2714.94,24.4,1,4.102419e-05,1.367473e-05
04015,2016-12,2016,12,2637.53,24.4,0,0,0
04015,2017-01,2017,01,3655.27,24.4,0,0,0
04015,2017-02,2017,02,4204.87,24.4,0,0,0
04015,2017-03,2017,03,8149.61,28.8,4,1.272048409,0.17368587725
04015,2017-04,2017,04,8861.32,28.8,0,0,0
04015,2017-05,2017,05,9185.4,28.8,1,0.04502837,0.0112570925
04015,2017-06,2017,06,10395.77,28.8,19,49.59075291,3.17416447569444
04015,2017-07,2017,07,6192.75,28.8,12,25.1108835,2.39040590833333
04015,2017-08,2017,08,7810.09,28.8,7,9.44443113,1.49302069
04015,2017-09,2017,09,8087.74,28.8,12,50.447373,4.20394775
04015,2017-10,2017,10,7396.08,28.8,15,29.3424049576,2.40689558086667
04015,2017-11,2017,11,4358.44,28.8,0,0,0
04015,2017-12,2017,12,4018.71,28.8,0,0,0
04015,2018-01,2018,01,4769.31,29.3,0,0,0
04015,2018-02,2018,02,5099.94,29.3,2,0.085347430088,0.021336857522
04015,2018-03,2018,03,6584.6,29.3,1,0.0002019803,5.0495075e-05
04015,2018-04,2018,04,7838.92,29.3,0,0,0
04015,2018-05,2018,05,9888.09,29.3,6,2.83622086456,0.632442043228
04015,2018-06,2018,06,18059.34,84.3,12,16.969663533,1.55985621664583
04015,2018-07,2018,07,22004.35,84.3,27,104.410079488,3.85783653528571
04015,2018-08,2018,08,23598.59,84.3,43,145.94386912,3.39674013715909
04015,2018-09,2018,09,21875.72,84.3,0,0,0
04015,2018-10,2018,10,15990.2,84.3,0,0,0
04015,2018-11,2018,11,14261.02,84.3,13,21.561101497,1.84746151951667
04015,2018-12,2018,12,10713.91,84.3,0,0,0
04015,2019-01,2019,01,12140.64,94.3,0,0,0
04015,2019-02,2019,02,12913.43,94.3,0,0,0
04015,2019-03,2019,03,19525.46,94.3,1,0.000108161,2.704025e-05
04015,2019-04,2019,04,20986.5,94.3,1,0.002760496,0.000690124
04015,2019-05,2019,05,22713.64,94.3,1,0.0050524,0.0012631
04015,2019-06,2019,06,25995.72,94.3,7,2.2997599825,0.419412199125
04015,2019-07,2019,07,23046.89,94.3,4,4.8467932,1.2116983
04015,2019-08,2019,08,25057.05,94.3,1,0.03000431,0.0075010775
04015,2019-09,2019,09,20387,94.3,13,30.8568138953258,2.4200466392912
04015,2019-10,2019,10,20591.82,94.3,3,0.30463624286,0.0253863535716667
04015,2019-11,2019,11,12700.9,94.3,10,38.0636247,3.442787225
04015,2019-12,2019,12,9580.98,94.3,0,0,0
04015,2020-01,2020,01,13776.85,94.3,0,0,0
04015,2020-02,2020,02,16266.37,94.3,4,8.624004,2.156001
04015,2020-03,2020,03,18174.19,94.3,0,0,0
04015,2020-04,2020,04,22752.51,94.3,0,0,0
04015,2020-05,2020,05,25538.26,94.3,0,0,0
04015,2020-06,2020,06,24664.37,94.3,18,37.22737897099,2.21894555270155
04015,2020-07,2020,07,25096.54,94.3,8,2.9989995298,0.322075672908333
04015,2020-08,2020,08,22241.1,94.3,80,497.170710594,6.22711926679323
04015,2020-09,2020,09,20585.08,94.3,86,504.3483855,5.85793316645022
04015,2020-10,2020,10,19278.41,94.3,68,342.15592326,5.0846145829375
04015,2020-11,2020,11,13996.73,94.3,0,0,0
04015,2020-12,2020,12,12028.61,94.3,0,0,0
04017,2017-05,2017,05,6910,55.3,0,0,0
04017,2017-06,2017,06,6657,55.3,16,86.395235418,5.399702213625
04017,2017-07,2017,07,7802,55.3,6,9.742517399,1.62375289983333
04017,2017-08,2017,08,7118,55.3,3,4.2652421,1.42174736666667
04017,2017-09,2017,09,6855,55.3,5,30.722308,6.1444616
04017,2017-10,2017,10,6998,55.3,9,9.66405133,1.07378348111111
04017,2017-11,2017,11,4495,55.3,2,3.16388846,1.58194423
04017,2017-12,2017,12,4335,55.3,0,0,0
04017,2018-01,2018,01,4696,55.3,0,0,0
04017,2018-02,2018,02,4987,55.3,0,0,0
04017,2018-03,2018,03,6887,55.3,0,0,0
04017,2018-04,2018,04,7608,55.3,1,0.001185192,0.001185192
04017,2018-05,2018,05,7925,55.3,1,0.4283666,0.4283666
04017,2018-06,2018,06,8488,55.3,2,2.0437641,1.02188205
04017,2018-07,2018,07,7654,55.3,8,22.04314085629,2.75539260703625
04017,2018-08,2018,08,6909,55.3,20,103.47667826,5.173833913
04017,2018-09,2018,09,6608,55.3,8,8.994706667,1.124338333375
04017,2018-10,2018,10,4598,55.3,0,0,0
04017,2018-11,2018,11,4687,55.3,1,0.3897819,0.3897819
04017,2018-12,2018,12,3568,55.3,0,0,0
04017,2019-01,2019,01,4249,55.3,0,0,0
04017,2019-02,2019,02,4378,55.3,0,0,0
04017,2019-03,2019,03,6000,55.3,0,0,0
04017,2019-04,2019,04,5898,55.3,0,0,0
04017,2019-05,2019,05,3314,55.3,1,0.07757508,0.07757508
04017,2019-06,2019,06,4373,55.3,14,10.63019327,0.759299519285714
04017,2019-07,2019,07,4649,55.3,7,9.38947599,1.34135371285714
04017,2019-08,2019,08,11753,55.3,11,22.10939574,2.00994506727273
04017,2019-09,2019,09,10015,55.3,9,6.927544292,0.769727143555556
04017,2019-10,2019,10,10831,55.3,8,7.805872771,0.975734096375
04017,2019-11,2019,11,7696,55.3,8,7.128699308,0.8910874135
04017,2019-12,2019,12,5811,55.3,1,0.001019543,0.001019543
04017,2020-01,2020,01,8097,55.3,0,0,0
04017,2020-02,2020,02,9917,55.3,0,0,0
04017,2020-03,2020,03,11189,55.3,0,0,0
04017,2020-04,2020,04,13249,55.3,0,0,0
04017,2020-05,2020,05,14365,55.3,0,0,0
04017,2020-06,2020,06,13191,55.3,13,31.6868302562,2.43744848124615
04017,2020-07,2020,07,11516,55.3,6,5.533325353,0.922220892166667
04017,2020-08,2020,08,11779,55.3,22,123.59653533,5.61802433318182
04017,2020-09,2020,09,10200,55.3,17,106.2759951,6.25152912352941
04017,2020-10,2020,10,11156,55.3,11,69.625276,6.32957054545455
04017,2020-11,2020,11,7651,55.3,0,0,0
04017,2020-12,2020,12,6348,55.3,0,0,0
04019,2013-01,2013,01,8899.1,70.5,0,0,0
04019,2013-02,2013,02,10944.9,70.5,0,0,0
04019,2013-03,2013,03,13608.69,70.5,0,0,0
04019,2013-04,2013,04,15825.19,70.5,0,0,0
04019,2013-05,2013,05,17392.89,70.5,8,12.8125843731,0.733720520324
04019,2013-06,2013,06,18707.17,70.5,24,116.6307664046,4.84474213023
04019,2013-07,2013,07,16389.46,70.5,29,106.6977905828,3.67733145123667
04019,2013-08,2013,08,15523.66,70.5,4,8.849891,1.7699782
04019,2013-09,2013,09,16815.36,70.5,3,4.1161005,0.8232201
04019,2013-10,2013,10,20597.11,70.5,0,0,0
04019,2013-11,2013,11,13736.88,70.5,0,0,0
04019,2013-12,2013,12,13188.61,70.5,0,0,0
04019,2014-01,2014,01,15573.09,98.1,0,0,0
