geoid,period,year,month,total_gen,capacity_mw,precip,tmin,tmax,tdmean,state_fips,county_fips,tract_fips,smoke_days,total_pm,total_gen_norm
04001970300,2013-01,2013,01,533,13.4,0.36,10.2,42.3,9.7,04,001,970300,0,0,39.7761194029851
04001970300,2013-02,2013,02,537,13.4,0.58,15.4,46,12.4,04,001,970300,0,0,40.0746268656716
04001970300,2013-03,2013,03,747,13.4,0.36,25.6,61.1,13.5,04,001,970300,1,0.4754791,55.7462686567164
04001970300,2013-04,2013,04,842,13.4,0.37,29.2,65.9,14.7,04,001,970300,1,1.173682,62.8358208955224
04001970300,2013-05,2013,05,868,13.4,0.06,38.1,74.4,16.9,04,001,970300,1,4.005845,64.7761194029851
04001970300,2013-06,2013,06,794,13.4,0.02,47.8,88.3,18.7,04,001,970300,12,46.9040758,59.2537313432836
04001970300,2013-07,2013,07,624,13.4,3.19,56.2,83.6,48.9,04,001,970300,7,14.29397871,46.5671641791045
04001970300,2013-08,2013,08,593,13.4,3.78,53.2,80.1,48.4,04,001,970300,1,1.97483,44.2537313432836
04001970300,2013-09,2013,09,687,13.4,1.51,46.3,76.1,42.7,04,001,970300,0,0,51.2686567164179
04001970300,2013-10,2013,10,568,13.4,0.13,29.7,66,19.9,04,001,970300,0,0,42.3880597014925
04001970300,2013-11,2013,11,568,13.4,1.06,25.9,56.4,24,04,001,970300,0,0,42.3880597014925
04001970300,2013-12,2013,12,406,13.4,0.16,16.3,46.3,13.1,04,001,970300,0,0,30.2985074626866
04001970300,2014-01,2014,01,795,13.4,0,14.6,52.8,5.6,04,001,970300,0,0,59.3283582089552
04001970300,2014-02,2014,02,556,13.4,0.14,23.7,55.7,14.8,04,001,970300,0,0,41.4925373134328
04001970300,2014-03,2014,03,691,13.4,0.78,25.6,59.9,15.8,04,001,970300,0,0,51.5671641791045
04001970300,2014-04,2014,04,691,13.4,0.23,29,65.4,12.7,04,001,970300,0,0,51.5671641791045
04001970300,2014-05,2014,05,555,13.4,0.14,35.6,72.1,16,04,001,970300,6,14.971,41.4179104477612
04001970300,2014-06,2014,06,76,13.4,0,45.9,86.2,19.2,04,001,970300,8,26.4189212,5.67164179104478
04001970300,2014-07,2014,07,1027,13.4,1.67,55.3,84.9,45.2,04,001,970300,3,0.0670837057,76.6417910447761
04001970300,2014-08,2014,08,48,13.4,2.7,51,79.5,45.8,04,001,970300,0,0,3.58208955223881
04001970300,2014-09,2014,09,88,13.4,1.4,49.8,78.2,44.8,04,001,970300,0,0,6.56716417910448
04001970300,2014-10,2014,10,50,13.4,0.8,35.2,70.4,30.4,04,001,970300,2,0.7686739,3.73134328358209
04001970300,2014-12,2014,12,504,13.4,0.97,22.7,49.3,20.2,04,001,970300,0,0,37.6119402985075
04001970300,2015-01,2015,01,950,13.4,1.26,20.8,49,21.3,04,001,970300,0,0,70.8955223880597
04001970300,2015-02,2015,02,1163,13.4,0.22,24.2,58.7,19.8,04,001,970300,1,0.8931898,86.7910447761194
04001970300,2015-03,2015,03,1835,13.4,0.49,28.1,62.3,19.7,04,001,970300,0,0,136.940298507463
04001970300,2015-04,2015,04,1548,13.4,0.29,30.1,65.1,14.8,04,001,970300,2,2.5659047,115.522388059701
04001970300,2015-05,2015,05,1548,13.4,0.59,36.1,68.9,25.4,04,001,970300,0,0,115.522388059701
04001970300,2015-06,2015,06,1644,13.4,0.93,48.7,85.7,33.6,04,001,970300,7,32.31263,122.686567164179
04001970300,2015-07,2015,07,516,13.4,4.47,53.8,80.6,48.6,04,001,970300,0,0,38.5074626865672
04001970300,2015-08,2015,08,1575,13.4,2.97,53.7,83.7,46.9,04,001,970300,3,6.880776,117.537313432836
04001970300,2015-09,2015,09,1129,13.4,1.16,48,77.8,43.2,04,001,970300,4,3.575949311,84.2537313432836
04001970300,2015-10,2015,10,1035,13.4,1.67,40.4,68.5,35.4,04,001,970300,0,0,77.2388059701493
04001970300,2015-11,2015,11,1050,13.4,0.49,25.1,55,20.1,04,001,970300,0,0,78.3582089552239
04001970300,2015-12,2015,12,689,13.4,0.62,17.3,46.6,12.3,04,001,970300,1,0.01967069,51.4179104477612
04001970300,2016-01,2016,01,708,13.4,0.15,15.6,45.6,13.4,04,001,970300,0,0,52.8358208955224
04001970300,2016-02,2016,02,1201,13.4,0.26,18.8,56,12,04,001,970300,0,0,89.6268656716418
04001970300,2016-03,2016,03,1528,13.4,0,27.3,63.2,11.4,04,001,970300,2,0.125263437,114.029850746269
04001970300,2016-04,2016,04,1416,13.4,0.64,29.2,64.3,18.8,04,001,970300,2,4.492099,105.671641791045
04001970300,2016-05,2016,05,2080,13.4,0.67,36.6,70.6,23.4,04,001,970300,10,13.6017537,155.223880597015
04001970300,2016-06,2016,06,1910,13.4,0.36,50,86.9,27.1,04,001,970300,16,60.358259843,142.537313432836
04001970300,2016-07,2016,07,2017,13.4,1.47,54.4,86.4,41.7,04,001,970300,2,0.0015724993,150.522388059701
04001970300,2016-08,2016,08,1063,13.4,2.84,51,78.7,46.7,04,001,970300,4,2.6942981409,79.3283582089552
04001970300,2016-09,2016,09,1776,13.4,0.8,44.9,77.4,36.3,04,001,970300,4,5.702488967,132.537313432836
04001970300,2016-10,2016,10,1666,13.4,0.5,37.5,73.1,28.9,04,001,970300,4,3.53946917,124.328358208955
04001970300,2016-11,2016,11,1512,13.4,1.72,27.6,58.1,24.4,04,001,970300,1,1.418069,112.835820895522
04001970300,2016-12,2016,12,432,13.4,1.53,22.2,50.6,19.5,04,001,970300,0,0,32.2388059701493
04001970300,2017-01,2017,01,1734,13.4,0.78,22.8,45.1,20.7,04,001,970300,0,0,129.402985074627
04001970300,2017-02,2017,02,1367,13.4,1.14,25.7,55.1,19.6,04,001,970300,0,0,102.014925373134
04001970300,2017-03,2017,03,2218,13.4,0.25,27.8,64.3,17.7,04,001,970300,2,0.7994924,165.522388059702
04001970300,2017-04,2017,04,2379,13.4,0.37,31.2,67.2,15.9,04,001,970300,2,1.29654492,177.537313432836
04001970300,2017-05,2017,05,2325,13.4,0.16,36.5,72,21,04,001,970300,6,21.644073,173.507462686567
04001970300,2017-06,2017,06,2526,13.4,0.35,49.6,87.4,24.2,04,001,970300,17,70.2730845008,188.507462686567
04001970300,2017-07,2017,07,1689,13.4,2.83,56.2,84.6,45,04,001,970300,5,28.813913305,126.044776119403
04001970300,2017-08,2017,08,1853,13.4,1.63,51.7,81.8,44.4,04,001,970300,2,3.621414,138.283582089552
04001970300,2017-09,2017,09,1882,13.4,0.3,45.8,79,35.9,04,001,970300,5,27.152881,140.44776119403
04001970300,2017-10,2017,10,2148,13.4,0.01,34.3,73,20,04,001,970300,8,13.4932248223,160.298507462687
04001970300,2017-11,2017,11,1516,13.4,0,29.9,66.3,17,04,001,970300,10,12.8122381157,113.134328358209
04001970300,2017-12,2017,12,1342,13.4,0,19.2,53.6,5.1,04,001,970300,0,0,100.149253731343
04001970300,2018-01,2018,01,1696,13.4,0.3,18.2,53.9,9.8,04,001,970300,0,0,126.567164179105
04001970300,2018-02,2018,02,826,13.4,1.04,22.6,52.8,15.1,04,001,970300,0,0,61.6417910447761
04001970300,2018-03,2018,03,2201,13.4,0.86,27.1,58.8,15.5,04,001,970300,0,0,164.253731343284
04001970300,2018-04,2018,04,1968,13.4,0.03,33.4,70.4,11.2,04,001,970300,9,8.4992472373,146.865671641791
04001970300,2018-05,2018,05,2855,13.4,0.1,38.3,77.2,14.6,04,001,970300,0,0,213.059701492537
04001970300,2018-06,2018,06,2670,13.4,0.41,48.5,87.8,20.7,04,001,970300,3,0.697364592,199.253731343284
04001970300,2018-07,2018,07,2238,13.4,3,55.3,85.7,44.3,04,001,970300,6,17.755773,167.014925373134
04001970300,2018-08,2018,08,2295,13.4,2.29,52.9,83.2,46.1,04,001,970300,13,40.9179591,171.268656716418
04001970300,2018-09,2018,09,2387,13.4,0.77,46.4,80.5,38.4,04,001,970300,5,12.426086,178.134328358209
04001970300,2018-10,2018,10,1554,13.4,2.09,37.2,62.4,35.5,04,001,970300,1,0.04177892,115.970149253731
04001970300,2018-11,2018,11,2064,13.4,0.21,21,55.7,13.2,04,001,970300,8,7.9576228,154.029850746269
04001970300,2018-12,2018,12,1258,13.4,0.89,20.4,47.3,16.1,04,001,970300,0,0,93.8805970149254
04001970300,2019-01,2019,01,1533,13.4,0.39,19.3,44.2,17,04,001,970300,0,0,114.402985074627
04001970300,2019-02,2019,02,1534,13.4,1.2,19.3,45.5,15.1,04,001,970300,0,0,114.477611940299
04001970300,2019-03,2019,03,2342,13.4,0.99,28.7,59.1,18.3,04,001,970300,0,0,174.776119402985
04001970300,2019-04,2019,04,1069,13.4,0.59,32.2,65.6,20.9,04,001,970300,2,0.23498394,79.7761194029851
04001970300,2019-05,2019,05,825,13.4,0.91,35,66.1,24.5,04,001,970300,0,0,61.5671641791045
04001970300,2019-06,2019,06,1061,13.4,0.27,45.3,82.1,26.8,04,001,970300,17,48.664759142,79.1791044776119
04001970300,2019-07,2019,07,1246,13.4,1.24,54.8,86.2,40.7,04,001,970300,11,16.5091413427,92.9850746268657
04001970300,2019-08,2019,08,1923,13.4,1.5,54.2,84.5,44.5,04,001,970300,1,1.012498,143.507462686567
04001970300,2019-09,2019,09,1898,13.4,1.08,47.9,78.7,40.9,04,001,970300,1,0.8709426,141.641791044776
04001970300,2019-10,2019,10,2567,13.4,0,30.9,68.3,16.6,04,001,970300,10,10.86106523,191.567164179105
04001970300,2019-11,2019,11,1831,13.4,2.22,26.7,57.3,19.4,04,001,970300,11,25.34856232,136.641791044776
04001970300,2019-12,2019,12,1344,13.4,0.59,21.1,45.9,18.1,04,001,970300,0,0,100.298507462687
04001970300,2020-01,2020,01,1524,13.4,0.74,20,46.9,17.9,04,001,970300,0,0,113.731343283582
04001970300,2020-02,2020,02,1673,13.4,1.12,21.5,50.6,17.6,04,001,970300,0,0,124.850746268657
04001970300,2020-03,2020,03,2382,13.4,0.81,28.9,57.8,21.8,04,001,970300,0,0,177.761194029851
04001970300,2020-04,2020,04,2671,13.4,0.5,32.1,66.2,19.6,04,001,970300,0,0,199.328358208955
04001970300,2020-05,2020,05,3040,13.4,0.09,41.3,78.4,21.5,04,001,970300,0,0,226.865671641791
04001970300,2020-06,2020,06,2700,13.4,0.07,49.6,85.1,25.1,04,001,970300,21,85.977906709,201.492537313433
04001970300,2020-07,2020,07,1989,13.4,0.4,56.1,86,40.8,04,001,970300,4,1.89620082,148.432835820896
04001970300,2020-08,2020,08,2120,13.4,0.82,55.9,88.7,40.5,04,001,970300,20,120.1564658399,158.208955223881
04001970300,2020-09,2020,09,2111,13.4,0.36,45.8,81.3,30.4,04,001,970300,19,123.564704,157.537313432836
04001970300,2020-10,2020,10,2042,13.4,0.77,34.4,73.4,15.2,04,001,970300,15,72.066916,152.388059701493
04001970300,2020-11,2020,11,1530,13.4,0.6,28.3,60.6,22.8,04,001,970300,1,1.52467,114.179104477612
04001970300,2020-12,2020,12,1378,13.4,0.18,15.4,47.6,10.1,04,001,970300,1,1.286411,102.835820895522
04003000201,2015-08,2015,08,12629,51,4.51,63.6,90.2,53,04,003,000201,2,0.70061052,247.627450980392
04003000201,2015-09,2015,09,11775,51,3.09,58.6,83.7,52.8,04,003,000201,0,0,230.882352941176
04003000201,2015-10,2015,10,11134,51,1.81,50.1,75.6,44.1,04,003,000201,0,0,218.313725490196
04003000201,2015-11,2015,11,10991,51,0.62,37.2,64.1,26.3,04,003,000201,0,0,215.509803921569
04003000201,2015-12,2015,12,8415,51,1.92,29,56.2,18.3,04,003,000201,0,0,165
04003000201,2016-01,2016,01,9934,51,2.94,28.3,55.4,19.7,04,003,000201,0,0,194.78431372549
04003000201,2016-02,2016,02,12546,51,0.21,36.1,66.6,13.7,04,003,000201,0,0,246
04003000201,2016-03,2016,03,12891,51,0.11,37.4,70.2,17.4,04,003,000201,4,4.4541331,252.764705882353
04003000201,2016-04,2016,04,15023,51,1.37,41.6,72,21.9,04,003,000201,0,0,294.56862745098
04003000201,2016-05,2016,05,17726,51,0.01,48.6,79.6,23.8,04,003,000201,2,0.97107895,347.56862745098
04003000201,2016-06,2016,06,15034,51,1.05,63.8,93.1,33.3,04,003,000201,7,21.41911590369,294.78431372549
04003000201,2016-07,2016,07,24677,81,2.95,65.25,92.95,51.45,04,003,000201,1,2.429537,304.654320987654
04003000201,2016-08,2016,08,22612,81,2.755,61.15,86.9,52.55,04,003,000201,1,0.9706649,279.160493827161
04003000201,2016-09,2016,09,19287,81,4.11,55.9,83,48.45,04,003,000201,0,0,238.111111111111
04003000201,2016-10,2016,10,20038,81,0.14,50.3,82.1,36.5,04,003,000201,0,0,247.382716049383
04003000201,2016-11,2016,11,15920,81,0.465,40.6,68.6,29.15,04,003,000201,0,0,196.543209876543
04003000201,2016-12,2016,12,12780,81,3.59,34.9,61.55,27.85,04,003,000201,0,0,157.777777777778
04003000201,2017-01,2017,01,11712.42,81,2.435,31.3,56.7,26.2,04,003,000201,0,0,144.597777777778
04003000201,2017-02,2017,02,13473.49,81,0.405,35.35,64.85,25.3,04,003,000201,0,0,166.339382716049
04003000201,2017-03,2017,03,23337.47,81,0.22,40.25,74.05,23.6,04,003,000201,3,10.068241,288.116913580247
04003000201,2017-04,2017,04,25375.55,81,0.06,43.35,77.55,18.15,04,003,000201,3,6.304947,313.278395061728
04003000201,2017-05,2017,05,26303.57,81,0.155,49.15,82.05,23.05,04,003,000201,4,1.2600795396,324.735432098765
04003000201,2017-06,2017,06,29769.65,81,0.12,61.8,96.05,29.85,04,003,000201,19,81.57896514,367.526543209877
04003000201,2017-07,2017,07,17733.72,81,5.525,63.7,89.85,53.5,04,003,000201,6,22.9026676,218.934814814815
04003000201,2017-08,2017,08,22365.21,81,2.045,61.3,88.45,52.75,04,003,000201,2,1.13863876,276.113703703704
04003000201,2017-09,2017,09,23160.29,81,0.26,57.5,87,42.6,04,003,000201,3,13.272456627,285.92950617284
04003000201,2017-10,2017,10,21179.63,81,0.01,50.9,83.3,28.9,04,003,000201,1,1.567068,261.476913580247
04003000201,2017-11,2017,11,12480.96,81,0.1,44.15,76.3,25.65,04,003,000201,0,0,154.085925925926
04003000201,2017-12,2017,12,11508.07,81,0.275,34.65,62.7,17.4,04,003,000201,0,0,142.074938271605
04003000201,2018-01,2018,01,13956.57,81,0.445,34.05,64.25,15.75,04,003,000201,0,0,172.303333333333
04003000201,2018-02,2018,02,14924.1,81,3.065,35.65,63.7,20.55,04,003,000201,1,0.2891331,184.248148148148
04003000201,2018-03,2018,03,19268.69,81,0.065,37.95,68.1,21.3,04,003,000201,2,2.801694,237.885061728395
04003000201,2018-04,2018,04,22939.27,81,0,46.35,79.9,15.35,04,003,000201,1,2.987615,283.200864197531
04003000201,2018-05,2018,05,28935.85,81,0,51.15,85.85,18.7,04,003,000201,1,4.407791,357.232716049383
04003000201,2018-06,2018,06,28254.74,81,1.495,60.8,93.9,30.3,04,003,000201,0,0,348.823950617284
04003000201,2018-07,2018,07,24959.68,81,2.755,65.2,91.65,50.95,04,003,000201,3,1.30600612,308.144197530864
04003000201,2018-08,2018,08,25261.81,81,2.5,62.6,89.45,55.15,04,003,000201,9,15.312626853,311.874197530864
04003000201,2018-09,2018,09,24311.15,81,2.325,59.15,87.5,48.35,04,003,000201,0,0,300.137654320988
04003000201,2018-10,2018,10,17391.78,81,3.985,47.3,71.75,44.4,04,003,000201,0,0,214.713333333333
04003000201,2018-11,2018,11,15070.66,81,0.215,35.35,65.35,22.2,04,003,000201,3,2.6620233,186.057530864198
04003000201,2018-12,2018,12,10171.71,81,1.24,32.9,57.15,25.3,04,003,000201,0,0,125.576666666667
04003000201,2019-01,2019,01,12269.82,81,1.655,30.9,57.2,23.95,04,003,000201,0,0,151.479259259259
04003000201,2019-02,2019,02,12096.36,81,3.29,31.25,55.4,23.45,04,003,000201,0,0,149.337777777778
04003000201,2019-03,2019,03,19296.51,81,1.025,37.4,66.6,24.5,04,003,000201,1,0.06006356,238.228518518519
04003000201,2019-04,2019,04,22946,81,0.235,43.45,74.75,26.15,04,003,000201,0,0,283.283950617284
04003000201,2019-05,2019,05,24049.47,81,0.205,44.95,76.35,27.65,04,003,000201,1,0.982286,296.907037037037
04003000201,2019-06,2019,06,27227.13,81,0.095,57.2,91.65,30.7,04,003,000201,12,11.1708776729,336.137407407407
04003000201,2019-07,2019,07,24011.73,81,1.86,63.85,94.35,49.4,04,003,000201,1,1.624725,296.441111111111
04003000201,2019-08,2019,08,26006.98,81,1.84,64.35,92.4,54.05,04,003,000201,1,0.06577002,321.073827160494
04003000201,2019-09,2019,09,20952.53,81,3.855,59.6,85.3,52.85,04,003,000201,1,0.0001371803,258.673209876543
04003000201,2019-10,2019,10,21566.75,81,0,46.05,77.9,29.75,04,003,000201,2,3.0546989445,266.256172839506
04003000201,2019-11,2019,11,12166.25,81,3.61,41.2,67,31.9,04,003,000201,2,3.2793423,150.200617283951
04003000201,2019-12,2019,12,9669.5,81,1.505,32.85,57.15,27.4,04,003,000201,0,0,119.376543209877
04003000201,2020-01,2020,01,14275.19,81,1.32,31.6,59.8,25.5,04,003,000201,0,0,176.236913580247
04003000201,2020-02,2020,02,15995.18,81,1.085,31.95,59.65,23.25,04,003,000201,0,0,197.471358024691
04003000201,2020-03,2020,03,18008.39,81,1.655,37.85,64.7,30.55,04,003,000201,0,0,222.325802469136
04003000201,2020-04,2020,04,25002.5,81,0.045,42.35,75.5,25.5,04,003,000201,0,0,308.672839506173
04003000201,2020-05,2020,05,27419.56,81,0.07,52.5,87.15,26.9,04,003,000201,2,0.787307541,338.513086419753
04003000201,2020-06,2020,06,25667.87,81,0.11,58.95,93.25,31.6,04,003,000201,16,89.91120751127,316.887283950617
04003000201,2020-07,2020,07,23230.98,81,1.355,65.25,94.1,49.9,04,003,000201,1,2.152913,286.802222222222
04003000201,2020-08,2020,08,21793.44,81,1.41,66.05,96.25,48.55,04,003,000201,14,111.495096,269.054814814815
04003000201,2020-09,2020,09,21085.5,81,0.685,60.3,88.3,42.5,04,003,000201,21,117.8800573694,260.314814814815
04003000201,2020-10,2020,10,19793.55,81,0.155,49.65,83.55,24.5,04,003,000201,15,68.095695,244.364814814815
04003000201,2020-11,2020,11,14248.16,81,0.215,42.05,71.35,25.5,04,003,000201,1,3.179341,175.903209876543
04003000201,2020-12,2020,12,13856.69,81,0.535,29.75,59.15,14.9,04,003,000201,0,0,171.07024691358
04003000203,2016-12,2016,12,4701,20,1.77,31,62.4,29.3,04,003,000203,0,0,235.05
04003000203,2017-01,2017,01,2601.94,20,1.06,29.3,58.7,27.8,04,003,000203,0,0,130.097
04003000203,2017-02,2017,02,2993.16,20,0.27,32.9,67.3,25.2,04,003,000203,0,0,149.658
04003000203,2017-03,2017,03,5184.46,20,0.1,37.6,77.5,22.2,04,003,000203,2,1.715146,259.223
04003000203,2017-04,2017,04,5637.23,20,0.02,41.7,80.8,16.5,04,003,000203,3,9.7354188,281.8615
04003000203,2017-05,2017,05,5843.39,20,0.12,48.2,85.7,21.7,04,003,000203,1,1.692086,292.1695
04003000203,2017-06,2017,06,6613.38,20,0.1,59.5,99.7,30.4,04,003,000203,18,74.49346822,330.669
04003000203,2017-07,2017,07,3939.58,20,3.63,65.2,93.9,54.2,04,003,000203,5,18.0554451,196.979
04003000203,2017-08,2017,08,4968.47,20,2.52,60.8,91.9,54.1,04,003,000203,2,2.8428847,248.4235
04003000203,2017-09,2017,09,5145.1,20,0.13,56.3,90.8,43.5,04,003,000203,3,14.078393,257.255
04003000203,2017-10,2017,10,10812.06,110,0.015,46.65,86.7,29.7,04,003,000203,1,1.417843,98.2914545454546
04003000203,2017-11,2017,11,6371.45,110,0.13,39.3,78.5,25.95,04,003,000203,0,0,57.9222727272727
04003000203,2017-12,2017,12,5874.79,110,0.215,30.3,64,19.2,04,003,000203,0,0,53.4071818181818
04003000203,2018-01,2018,01,5933.34,110,0.08,28.95,66.55,15.8,04,003,000203,0,0,53.9394545454546
04003000203,2018-02,2018,02,6344.66,110,2.26,33.4,66.9,20.85,04,003,000203,1,3.149601,57.6787272727273
04003000203,2018-03,2018,03,8191.66,110,0.035,37.5,72.05,21,04,003,000203,2,3.718556,74.4696363636364
04003000203,2018-04,2018,04,9752.13,110,0,45.75,83.75,15.1,04,003,000203,1,0.3051448,88.6557272727273
04003000203,2018-05,2018,05,12301.44,110,0,50.25,90.05,18,04,003,000203,1,4.67642,111.831272727273
04003000203,2018-06,2018,06,12011.89,110,1.12,60.7,97.9,31.75,04,003,000203,1,0.3344941,109.199
04003000203,2018-07,2018,07,10611.07,110,2.455,66.55,96,52.15,04,003,000203,4,1.15788258,96.4642727272727
04003000203,2018-08,2018,08,10739.51,110,1.97,64.15,93.8,56.95,04,003,000203,8,12.4493112,97.6319090909091
04003000203,2018-09,2018,09,10335.36,110,2.77,57.5,91.1,50.3,04,003,000203,0,0,93.9578181818182
04003000203,2018-10,2018,10,7393.74,110,2.525,45.7,74.9,44.9,04,003,000203,0,0,67.2158181818182
04003000203,2018-11,2018,11,6406.96,110,0.195,31.65,68,23.45,04,003,000203,3,5.735198,58.2450909090909
04003000203,2018-12,2018,12,4324.28,110,0.625,30.4,58.9,26.7,04,003,000203,0,0,39.3116363636364
04003000203,2019-01,2019,01,5491.13,110,0.86,28.75,58.85,24.75,04,003,000203,0,0,49.9193636363636
04003000203,2019-02,2019,02,5413.5,110,1.415,31.25,58.3,22.8,04,003,000203,0,0,49.2136363636364
04003000203,2019-03,2019,03,8635.78,110,1.09,36.2,70.6,24.65,04,003,000203,0,0,78.5070909090909
04003000203,2019-04,2019,04,10269.03,110,0.2,41.85,78.3,24.85,04,003,000203,0,0,93.3548181818182
04003000203,2019-05,2019,05,10762.87,110,0.145,45.55,80.5,26.8,04,003,000203,1,0.1543098,97.8442727272727
04003000203,2019-06,2019,06,12184.97,110,0.085,55.25,95.45,31,04,003,000203,12,10.650469767,110.772454545455
04003000203,2019-07,2019,07,10745.99,110,1.9,65.7,98.5,50.3,04,003,000203,2,1.8685033,97.6908181818182
04003000203,2019-08,2019,08,11638.91,110,1.86,66.05,96.35,55.65,04,003,000203,1,0.0140912,105.808272727273
04003000203,2019-09,2019,09,9376.89,110,3.01,59.8,89.3,54.35,04,003,000203,0,0,85.2444545454546
04003000203,2019-10,2019,10,9651.79,110,0,43.7,81.2,31.55,04,003,000203,2,2.7727741659,87.7435454545455
04003000203,2019-11,2019,11,5444.77,110,4.09,37.95,69.3,33.65,04,003,000203,2,0.822638,49.4979090909091
04003000203,2019-12,2019,12,4327.39,110,1.25,30.9,58.25,29.3,04,003,000203,0,0,39.3399090909091
04003000203,2020-01,2020,01,6358.31,110,0.625,28.7,61.8,26.35,04,003,000203,0,0,57.8028181818182
04003000203,2020-02,2020,02,7342.68,110,1.16,30.7,62.7,24.55,04,003,000203,0,0,66.7516363636364
04003000203,2020-03,2020,03,8284.8,110,2.02,37.9,67.4,30.9,04,003,000203,0,0,75.3163636363636
04003000203,2020-04,2020,04,11074.74,110,0,39.5,79.15,26.2,04,003,000203,1,1.975538,100.679454545455
04003000203,2020-05,2020,05,11996.06,110,0.02,48.65,90.65,27.7,04,003,000203,2,1.8074711,109.055090909091
04003000203,2020-06,2020,06,11461.05,110,0.165,56.55,97.05,32.85,04,003,000203,11,50.35880573,104.191363636364
04003000203,2020-07,2020,07,11484.53,110,0.985,67,98.15,51.65,04,003,000203,1,2.14604,104.404818181818
04003000203,2020-08,2020,08,10558.43,110,1.14,66.9,100.35,51.5,04,003,000203,13,97.576419,95.9857272727273
04003000203,2020-09,2020,09,9539.81,110,0.74,58.75,91.95,44.55,04,003,000203,21,121.2750951763,86.7255454545455
04003000203,2020-10,2020,10,8993.45,110,0.035,45.65,86.65,25.95,04,003,000203,15,62.4499758,81.7586363636364
04003000203,2020-11,2020,11,6422.79,110,0.11,37.6,74.95,25.75,04,003,000203,1,4.826748,58.389
04003000203,2020-12,2020,12,5701.35,110,0.555,26.15,60.9,15.35,04,003,000203,0,0,51.8304545454546
04003001401,2015-01,2015,01,1296.36,17.7,2.52,35.7,59.8,26.5,04,003,001401,0,0,73.2406779661017
04003001401,2015-02,2015,02,1825.05,17.7,0.6,43.4,67.8,28.4,04,003,001401,0,0,103.110169491525
04003001401,2015-03,2015,03,2473.48,17.7,0.86,46,69.8,27.1,04,003,001401,0,0,139.744632768362
04003001401,2015-04,2015,04,3028.1,17.7,0.56,48.3,74.1,21.7,04,003,001401,0,0,171.079096045198
04003001401,2015-05,2015,05,3055.3,17.7,0.1,51.9,78.8,25.3,04,003,001401,0,0,172.61581920904
04003001401,2015-06,2015,06,3108.06,17.7,1.28,66.8,93.2,38.7,04,003,001401,2,6.240952,175.596610169492
04003001401,2015-07,2015,07,2980.65,17.7,4.64,65,87.1,55.7,04,003,001401,0,0,168.398305084746
04003001401,2015-08,2015,08,3193.82,17.7,4.07,66.2,89.9,55.5,04,003,001401,1,1.582761,180.441807909605
04003001401,2015-09,2015,09,2547.56,17.7,2.97,62.3,83.9,53.6,04,003,001401,0,0,143.929943502825
04003001401,2015-10,2015,10,2260.88,17.7,2.14,55.1,77.5,45.2,04,003,001401,0,0,127.733333333333
04003001401,2015-11,2015,11,2048.01,17.7,0.47,40.9,67.5,26.2,04,003,001401,0,0,115.706779661017
04003001401,2015-12,2015,12,1722.74,17.7,0.45,33,59.1,18.8,04,003,001401,0,0,97.3299435028249
04003001401,2016-01,2016,01,1802.61,17.7,1.55,32.8,59.1,19.7,04,003,001401,0,0,101.842372881356
04003001401,2016-02,2016,02,2209.36,17.7,0.26,39.5,69.3,13.4,04,003,001401,0,0,124.822598870057
04003001401,2016-03,2016,03,2579.93,17.7,0.15,44,72.7,15.9,04,003,001401,1,0.3817752,145.758757062147
04003001401,2016-04,2016,04,2782.53,17.7,0.21,46.3,74.2,21.2,04,003,001401,0,0,157.205084745763
04003001401,2016-05,2016,05,3405.65,17.7,0,53.6,81.2,23.8,04,003,001401,2,2.22741281,192.409604519774
04003001401,2016-06,2016,06,3310.82,17.7,1.03,67,92.6,34.8,04,003,001401,6,24.380382831,187.05197740113
04003001401,2016-07,2016,07,3427.62,17.7,3.05,67.1,91.8,53.3,04,003,001401,1,1.564719,193.650847457627
04003001401,2016-08,2016,08,2736.21,17.7,5.65,63.3,85.5,53,04,003,001401,1,0.7929434,154.58813559322
04003001401,2016-09,2016,09,2532.39,17.7,4.21,59.5,83,48.5,04,003,001401,0,0,143.072881355932
04003001401,2016-10,2016,10,2503.21,17.7,0.28,55.2,83,35.9,04,003,001401,0,0,141.424293785311
04003001401,2016-11,2016,11,2012.02,17.7,0.17,44.1,69.7,28.2,04,003,001401,0,0,113.673446327684
04003001401,2016-12,2016,12,1954.65,17.7,1.59,38.6,62.2,28.2,04,003,001401,0,0,110.432203389831
04003001401,2017-01,2017,01,1800.05,17.7,1.4,34.7,58.3,25.5,04,003,001401,0,0,101.697740112994
04003001401,2017-02,2017,02,2070.7,17.7,0.26,39.8,66.3,24.3,04,003,001401,0,0,116.988700564972
04003001401,2017-03,2017,03,3586.67,17.7,0.1,44.1,75.4,22,04,003,001401,3,8.356333,202.636723163842
04003001401,2017-04,2017,04,3899.89,17.7,0.15,46.8,79.4,15.5,04,003,001401,2,3.86205697,220.332768361582
04003001401,2017-05,2017,05,4042.52,17.7,0.24,53.1,82.9,21.2,04,003,001401,1,1.507369,228.390960451977
04003001401,2017-06,2017,06,4575.21,17.7,0.12,64.3,96.3,28.7,04,003,001401,10,43.798426,258.486440677966
04003001401,2017-07,2017,07,2725.44,17.7,5.48,64.7,88.6,53.8,04,003,001401,1,5.673398,153.979661016949
04003001401,2017-08,2017,08,3437.24,17.7,2.88,62.7,88.1,52.4,04,003,001401,2,2.9663023,194.194350282486
