period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units
2019-09,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4579.02,megawatthours
2019-12,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2039.05,megawatthours
2019-06,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,5756.96,megawatthours
2019-05,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,5118.15,megawatthours
2019-04,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4807.47,megawatthours
2019-03,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4083.73,megawatthours
2020-10,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3778.74,megawatthours
2020-09,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4692.13,megawatthours
2018-07,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4883.81,megawatthours
2018-10,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3494.61,megawatthours
2018-02,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2887.09,megawatthours
2018-06,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,5603.11,megawatthours
2018-03,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3733.32,megawatthours
2018-04,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4524.41,megawatthours
2018-05,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,5213.86,megawatthours
2020-02,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3209.79,megawatthours
2020-12,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,1861.88,megawatthours
2020-03,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4278.33,megawatthours
2019-11,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2797.43,megawatthours
2020-11,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,1825.44,megawatthours
2018-01,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2454.97,megawatthours
2018-08,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4876.03,megawatthours
2018-11,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2880.63,megawatthours
2018-09,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4686.46,megawatthours
2018-12,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2085.69,megawatthours
2019-01,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2601.57,megawatthours
2019-02,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2741.28,megawatthours
2017-05,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4679.51,megawatthours
2017-09,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3910.07,megawatthours
2017-08,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4084.93,megawatthours
2017-11,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2347.05,megawatthours
2017-04,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,4353.99,megawatthours
2017-06,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,5100.41,megawatthours
2017-07,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3716.45,megawatthours
2017-03,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3944.46,megawatthours
2017-10,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,3719.48,megawatthours
2017-12,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1749.15,megawatthours
2019-08,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5167.38,megawatthours
2019-07,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5076.09,megawatthours
2020-06,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5271,megawatthours
2020-07,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5264,megawatthours
2020-05,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5459,megawatthours
2020-08,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5392,megawatthours
2020-04,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5247,megawatthours
2019-12,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1899.44,megawatthours
2019-09,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4265.49,megawatthours
2019-04,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4478.3,megawatthours
2020-01,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1367,megawatthours
2019-10,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4192.79,megawatthours
2019-05,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4767.71,megawatthours
2019-06,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5362.78,megawatthours
2019-03,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3804.12,megawatthours
2020-09,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4106,megawatthours
2018-06,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5445.52,megawatthours
2018-07,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4746.45,megawatthours
2018-10,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3396.33,megawatthours
2018-02,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2805.89,megawatthours
2018-04,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4397.16,megawatthours
2018-03,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3628.32,megawatthours
2018-05,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,5067.22,megawatthours
2020-02,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2986,megawatthours
2020-12,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1635,megawatthours
2020-03,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3915,megawatthours
2019-11,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2605.89,megawatthours
2020-11,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1874,megawatthours
2018-12,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2027.03,megawatthours
2018-11,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2799.62,megawatthours
2018-08,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4738.89,megawatthours
2018-09,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4554.66,megawatthours
2019-01,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2423.44,megawatthours
2019-02,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2553.58,megawatthours
2018-01,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2385.93,megawatthours
2020-10,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3610,megawatthours
2017-08,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3267.6,megawatthours
2017-05,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3743.22,megawatthours
2017-09,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3127.73,megawatthours
2017-11,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1877.44,megawatthours
2017-04,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,3482.83,megawatthours
2017-07,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2972.85,megawatthours
2017-06,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,4079.9,megawatthours
2017-10,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,2975.28,megawatthours
2017-12,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2146.66,megawatthours
2019-08,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5389.61,megawatthours
2019-07,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5294.39,megawatthours
2020-06,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4313,megawatthours
2020-07,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,7018,megawatthours
2020-05,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5745,megawatthours
2020-08,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5294,megawatthours
2020-04,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5596,megawatthours
2019-12,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,1981.13,megawatthours
2019-09,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4448.94,megawatthours
2019-04,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4670.9,megawatthours
2020-01,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,1284,megawatthours
2019-10,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4373.11,megawatthours
2019-05,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4972.76,megawatthours
2019-06,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5593.42,megawatthours
2019-03,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3967.72,megawatthours
2020-09,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4126,megawatthours
2018-06,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5673.56,megawatthours
2018-07,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4945.21,megawatthours
2018-10,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3538.55,megawatthours
2018-02,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2923.39,megawatthours
2018-04,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4581.29,megawatthours
2018-05,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5279.41,megawatthours
2018-03,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3780.26,megawatthours
2020-02,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2932,megawatthours
2020-12,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,1570,megawatthours
2020-03,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3834,megawatthours
2019-11,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2717.97,megawatthours
2020-11,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,1870,megawatthours
2018-12,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2111.91,megawatthours
2018-11,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2916.85,megawatthours
2018-08,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4937.34,megawatthours
2018-09,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4745.39,megawatthours
2019-01,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2527.67,megawatthours
2019-02,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2663.4,megawatthours
2018-01,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2485.84,megawatthours
2020-10,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3472,megawatthours
2017-08,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4010.19,megawatthours
2017-05,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4593.89,megawatthours
2017-03,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3872.3,megawatthours
2017-09,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3838.54,megawatthours
2017-11,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2304.11,megawatthours
2017-04,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,4274.33,megawatthours
2017-07,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3648.46,megawatthours
2017-06,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,5007.1,megawatthours
2017-10,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,3651.43,megawatthours
2017-12,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2001.47,megawatthours
2019-08,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4871.73,megawatthours
2019-07,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4785.66,megawatthours
2020-06,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,5204,megawatthours
2020-07,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,6666,megawatthours
2020-05,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,5300,megawatthours
2020-08,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,5522,megawatthours
2020-04,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4795,megawatthours
2019-12,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1790.76,megawatthours
2019-09,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4021.45,megawatthours
2019-04,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4222.08,megawatthours
2020-01,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1422,megawatthours
2019-10,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3952.9,megawatthours
2019-05,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4494.93,megawatthours
2019-06,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,5055.95,megawatthours
2019-03,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3586.47,megawatthours
2020-09,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4743,megawatthours
2018-06,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,5113.77,megawatthours
2018-07,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4457.28,megawatthours
2018-10,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3189.41,megawatthours
2018-02,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2634.95,megawatthours
2018-04,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4129.27,megawatthours
2018-05,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4758.51,megawatthours
2018-03,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3407.28,megawatthours
2020-02,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2852,megawatthours
2020-12,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1715,megawatthours
2020-03,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3624,megawatthours
2019-11,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2456.8,megawatthours
2020-11,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1020,megawatthours
2018-12,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1903.54,megawatthours
2018-11,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2629.06,megawatthours
2018-08,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4450.19,megawatthours
2018-09,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4277.18,megawatthours
2019-01,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2284.78,megawatthours
2019-02,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2407.48,megawatthours
2018-01,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2240.57,megawatthours
2020-10,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3100,megawatthours
2017-05,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4283.18,megawatthours
2017-03,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3610.39,megawatthours
2017-09,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3578.91,megawatthours
2017-11,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2148.27,megawatthours
2017-04,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3985.24,megawatthours
2017-07,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3401.69,megawatthours
2017-08,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3738.96,megawatthours
2017-06,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,4668.44,megawatthours
2017-10,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,3404.47,megawatthours
2017-12,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2039.8,megawatthours
2019-08,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4904.22,megawatthours
2019-07,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4817.58,megawatthours
2020-06,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,5182,megawatthours
2020-07,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,6697,megawatthours
2020-05,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,5302,megawatthours
2020-08,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,5572,megawatthours
2020-04,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4982,megawatthours
2019-12,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,1802.71,megawatthours
2019-09,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4048.27,megawatthours
2019-04,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4250.24,megawatthours
2020-01,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,1456,megawatthours
2019-10,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3979.26,megawatthours
2019-06,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,5089.67,megawatthours
2019-05,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4524.91,megawatthours
2019-03,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3610.39,megawatthours
2020-09,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4767,megawatthours
2018-06,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,5238.21,megawatthours
2018-07,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4565.75,megawatthours
2018-10,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3267.02,megawatthours
2018-02,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2699.07,megawatthours
2018-04,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4229.75,megawatthours
2018-05,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4874.3,megawatthours
2018-03,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3490.19,megawatthours
2020-02,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2939,megawatthours
2020-12,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,1663,megawatthours
2020-03,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3846,megawatthours
2019-11,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2473.19,megawatthours
2020-11,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,1057,megawatthours
2018-12,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,1949.86,megawatthours
2018-11,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2693.03,megawatthours
2018-08,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4558.48,megawatthours
2018-09,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4381.26,megawatthours
2019-01,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2300.02,megawatthours
2019-02,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2423.54,megawatthours
2018-01,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2295.09,megawatthours
2020-10,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3249,megawatthours
2017-05,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4365.23,megawatthours
2017-03,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3679.55,megawatthours
2017-09,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3647.47,megawatthours
2017-11,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2189.42,megawatthours
2017-04,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4061.57,megawatthours
2017-07,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3466.85,megawatthours
2017-08,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3810.58,megawatthours
2017-06,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,4757.86,megawatthours
2017-10,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,3469.68,megawatthours
2017-02,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,5496,megawatthours
2019-08,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,22634,megawatthours
2019-07,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,22928,megawatthours
2020-06,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,20302,megawatthours
2020-07,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,26304,megawatthours
2020-04,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,20878,megawatthours
2020-08,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,20972,megawatthours
2020-05,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,21545,megawatthours
2020-01,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,5505,megawatthours
2019-12,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,4097,megawatthours
2019-09,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,16083,megawatthours
2019-10,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,14279,megawatthours
2019-06,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,24227,megawatthours
2019-04,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,17474,megawatthours
2019-05,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,20094,megawatthours
2019-03,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,15739,megawatthours
2020-09,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,16776,megawatthours
2020-12,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,6885,megawatthours
2018-07,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,25981,megawatthours
2018-06,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,24335,megawatthours
2018-10,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,12949,megawatthours
2018-02,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,9660,megawatthours
2018-03,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,14375,megawatthours
2018-04,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,17701,megawatthours
2018-05,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,21175,megawatthours
2020-02,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,11671,megawatthours
2019-11,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,9175,megawatthours
2020-03,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,15721,megawatthours
2020-11,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,7175,megawatthours
2018-12,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,5043,megawatthours
2018-11,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,8757,megawatthours
2018-08,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,18464,megawatthours
2018-09,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,18377,megawatthours
2018-01,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,6577,megawatthours
2020-10,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,13975,megawatthours
2019-01,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,7356,megawatthours
2019-02,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,7359,megawatthours
2017-05,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,15982,megawatthours
2017-08,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,20533,megawatthours
2017-09,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,16345,megawatthours
2017-03,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,10703,megawatthours
2017-11,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,6690,megawatthours
2017-04,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,16784,megawatthours
2017-10,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,14738,megawatthours
2017-06,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,21900,megawatthours
2017-07,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,25893,megawatthours
2017-12,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,4450,megawatthours
2017-01,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,4926,megawatthours
2016-12,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,3743,megawatthours
2017-02,60445,ID Solar,SUN,Solar,ID,Idaho,PV,4821.16,megawatthours
2019-08,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10458.62,megawatthours
2020-07,60445,ID Solar,SUN,Solar,ID,Idaho,PV,13057.91,megawatthours
2019-07,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10273.85,megawatthours
2016-08,60445,ID Solar,SUN,Solar,ID,Idaho,PV,5724,megawatthours
2020-06,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10252.22,megawatthours
2020-08,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10415.7,megawatthours
2020-04,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10574.24,megawatthours
2019-09,60445,ID Solar,SUN,Solar,ID,Idaho,PV,8633.23,megawatthours
2020-05,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10949.04,megawatthours
2019-10,60445,ID Solar,SUN,Solar,ID,Idaho,PV,8486.08,megawatthours
2020-01,60445,ID Solar,SUN,Solar,ID,Idaho,PV,2811.53,megawatthours
2019-12,60445,ID Solar,SUN,Solar,ID,Idaho,PV,3844.41,megawatthours
2019-06,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10854.11,megawatthours
2019-03,60445,ID Solar,SUN,Solar,ID,Idaho,PV,7699.43,megawatthours
2019-04,60445,ID Solar,SUN,Solar,ID,Idaho,PV,9063.96,megawatthours
2019-05,60445,ID Solar,SUN,Solar,ID,Idaho,PV,9649.72,megawatthours
2020-09,60445,ID Solar,SUN,Solar,ID,Idaho,PV,8645.02,megawatthours
2020-12,60445,ID Solar,SUN,Solar,ID,Idaho,PV,3430.43,megawatthours
2018-07,60445,ID Solar,SUN,Solar,ID,Idaho,PV,10035.93,megawatthours
2020-03,60445,ID Solar,SUN,Solar,ID,Idaho,PV,7882.62,megawatthours
2018-06,60445,ID Solar,SUN,Solar,ID,Idaho,PV,11514.06,megawatthours
2018-10,60445,ID Solar,SUN,Solar,ID,Idaho,PV,7181.22,megawatthours
