period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units
2014-01,8223,Springerville,SUN,Solar,AZ,Arizona,PV,795,megawatthours
2014-02,8223,Springerville,SUN,Solar,AZ,Arizona,PV,556,megawatthours
2013-01,8223,Springerville,SUN,Solar,AZ,Arizona,PV,533,megawatthours
2013-07,8223,Springerville,SUN,Solar,AZ,Arizona,PV,624,megawatthours
2014-06,8223,Springerville,SUN,Solar,AZ,Arizona,PV,76,megawatthours
2013-03,8223,Springerville,SUN,Solar,AZ,Arizona,PV,747,megawatthours
2013-04,8223,Springerville,SUN,Solar,AZ,Arizona,PV,842,megawatthours
2013-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,439.98,megawatthours
2019-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,583.39,megawatthours
2019-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,470,megawatthours
2019-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,538.63,megawatthours
2020-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,565.09,megawatthours
2020-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,442.52,megawatthours
2015-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,256.14,megawatthours
2016-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,575.37,megawatthours
2015-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,304.5,megawatthours
2016-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,591.85,megawatthours
2020-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,563.93,megawatthours
2020-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,519.52,megawatthours
2020-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,544.93,megawatthours
2020-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,590.26,megawatthours
2019-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,216.91,megawatthours
2019-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,539.47,megawatthours
2019-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,483.78,megawatthours
2020-01,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,312.86,megawatthours
2019-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,610.76,megawatthours
2019-03,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,432.86,megawatthours
2020-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,469.4,megawatthours
2019-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,514.72,megawatthours
2014-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,531.56,megawatthours
2020-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,361.29,megawatthours
2018-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,637.97,megawatthours
2018-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,653.35,megawatthours
2018-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,392.69,megawatthours
2018-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,336.98,megawatthours
2018-03,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,435.07,megawatthours
2018-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,517.95,megawatthours
2020-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,280.53,megawatthours
2020-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,316.03,megawatthours
2019-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,272.91,megawatthours
2020-03,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,407.65,megawatthours
2019-01,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,275.23,megawatthours
2018-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,340.29,megawatthours
2018-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,563.57,megawatthours
2017-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,236.53,megawatthours
2018-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,570.39,megawatthours
2018-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,548.93,megawatthours
2018-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,229.67,megawatthours
2018-01,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,315.13,megawatthours
2019-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,271.34,megawatthours
2017-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,336.08,megawatthours
2017-05,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,498.49,megawatthours
2017-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,480.9,megawatthours
2017-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,401.38,megawatthours
2017-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,438.92,megawatthours
2017-06,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,564.18,megawatthours
2017-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,423.85,megawatthours
2017-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,218.09,megawatthours
2016-03,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,448.35,megawatthours
2017-01,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,221.97,megawatthours
2016-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,595.67,megawatthours
2017-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,255.34,megawatthours
2016-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,475.51,megawatthours
2016-01,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,313.27,megawatthours
2016-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,435.02,megawatthours
2016-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,383.95,megawatthours
2015-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,474.86,megawatthours
2016-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,349.66,megawatthours
2015-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,336.15,megawatthours
2016-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,440.09,megawatthours
2015-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,443.16,megawatthours
2015-03,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,367.76,megawatthours
2014-08,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,437.06,megawatthours
2014-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,326.75,megawatthours
2014-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,221.15,megawatthours
2015-02,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,271.35,megawatthours
2016-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,339.69,megawatthours
2014-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,418.39,megawatthours
2014-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,453.56,megawatthours
2015-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,450.22,megawatthours
2016-04,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,483.56,megawatthours
2015-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,378.77,megawatthours
2014-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,461.27,megawatthours
2013-10,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,621.86,megawatthours
2013-12,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,395.83,megawatthours
2013-11,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,411.64,megawatthours
2014-07,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,495.66,megawatthours
2013-09,56228,Prescott Airport,SUN,Solar,AZ,Arizona,PV,447.04,megawatthours
