32.13597,-110.05129,60285
33.332777,-112.911388,60307
33.347583,-112.936805,60308
32.0628,-109.919283,60381
33.053,-111.34,60413
32.551026,-111.289232,60467
35.304528,-114.01183,60603
32.269,-110.975,60684
32.374,-110.974,60685
33.243261,-111.892354,60822
33.34884,-112.8348,60827
32.068141,-109.890379,60964
32.098492,-110.819119,60996
32.146142,-110.990639,61104
33.447225,-112.217664,61199
36.771944,-110.263889,61268
35.3635,-113.8978,61272
32.875697,-111.551111,61678
32.166494,-110.816669,62075
33.424279,-111.92822,62643
32.84703,-111.565072,62899
33.145593,-112.659124,62965
33.776667,-113.656111,63349
32.343491,-111.02786,63531
34.9843,-114.5565,63554
33.347,-111.602,64404
32.24817,-111.2611,64580
38.340015,-121.113861,529
34.863356,-116.827627,10437
34.863356,-116.827627,10438
32.778225,-117.070114,50061
36.7575,-120.3658,56768
36.809841,-119.741665,56813
34.040278,-118.148056,56814
34.5644,-117.6933,56862
38.44979,-121.16469,56875
36.7839,-119.7094,56909
32.671099,-115.587265,56917
33.5917,-114.7444,56939
33.985244,-117.700826,56996
33.8672,-117.23,57004
38.40008,-121.96366,57005
38.674894,-121.713362,57006
33.567268,-114.917979,57007
34.2089,-119.13,57008
34.094695,-117.266831,57009
38.232108,-122.092706,57010
33.565329,-114.903629,57011
34.5975,-117.2,57012
38.4106,-121.9264,57041
34.094279,-117.400113,57217
34.086276,-117.230571,57219
34.041389,-117.573055,57220
34.086111,-117.2275,57221
34.041944,-117.565,57222
34.042778,-117.571666,57223
34.075,-117.516944,57224
34.075833,-117.241388,57225
34.042222,-117.561666,57226
34.083499,-117.23557,57227
34.079167,-117.516666,57229
34.085556,-117.233611,57230
34.072778,-117.503333,57231
34.083333,-117.516388,57232
34.080833,-117.520277,57236
34.08,-117.2114,57237
34.131214,-117.425324,57245
34.131111,-117.421666,57246
34.094167,-117.274166,57247
34.48017,-117.257938,57254
34.7892,-118.5047,57295
34.550833,-117.435277,57305
35.229635,-118.1957,57306
34.319722,-118.430833,57308
33.7331,-118.27722,57309
33.794283,-118.241405,57310
34.1283,-118.206903,57311
34.0578,-118.229722,57313
33.783102,-118.28493,57314
36.627,-120.879,57340
35.989722,-120.11,57359
35.983056,-120.110277,57360
35.982778,-120.110277,57361
34.780278,-118.42444,57378
38.659722,-121.7294,57422
35.323739,-119.91663,57439
36.028056,-119.074722,57441
33.298889,-116.35083,57455
32.663289,-115.658284,57490
32.772225,-115.779311,57491
36.531389,-120.106944,57497
36.400278,-120.103333,57498
36.378726,-120.124898,57499
38.4869,-121.3911,57506
36.530278,-120.316111,57521
36.425085,-120.343543,57522
36.181389,-120.030555,57523
34.031667,-117.571944,57534
34.0325,-117.569166,57535
33.839167,-117.220833,57540
37.750894,-122.481758,57559
37.8583,-120.8917,57579
38.6183,-121.0564,57580
35.3,-118.851944,57650
35.102778,-118.954444,57651
35.411817,-118.96864,57655
33.826389,-117.511667,57656
38.364722,-121.41278,57669
38.253056,-121.278888,57670
38.237778,-121.3375,57671
36.9408,-120.1572,57682
33.881667,-118.0175,57683
35.405556,-120.068611,57695
38.613508,-121.162879,57697
38.6086,-121.1703,57698
34.938261,-118.334492,57708
33.909722,-116.5625,57722
33.924167,-116.593333,57743
38.338868,-121.431342,57753
35.68771,-117.68137,57764
33.661667,-114.651667,57773
38.468611,-121.181944,57777
38.365053,-121.381101,57778
38.466111,-121.177778,57779
38.365053,-121.381101,57780
38.461944,-121.180278,57781
38.365053,-121.381101,57782
38.3475,-121.412777,57783
38.3475,-121.412777,57784
38.3475,-121.412777,57785
33.914167,-118.053611,57796
33.911944,-118.052222,57797
38.461944,-121.180278,57806
38.302594,-121.295819,57816
38.302594,-121.295819,57817
38.302594,-121.295819,57818
38.302594,-121.295819,57819
38.302594,-121.295819,57820
38.302594,-121.295819,57821
36.538056,-119.426388,57827
34.65434,-117.971004,57831
34.654347,-117.973103,57836
32.791667,-117.095277,57840
33.921667,-118.124444,57841
38.282021,-121.464676,57849
38.28357,-121.461264,57850
32.874379,-117.238927,57856
34.008661,-117.845603,57860
35.801111,-119.110556,57870
34.026944,-118.224167,57871
36.163889,-119.650556,57891
36.176389,-120.114167,57892
35.402778,-119.038611,57895
34.081111,-117.228056,57900
33.965617,-117.659059,57904
38.516389,-121.47528,57933
33.27055,-116.34805,57959
39.648056,-121.644167,57970
35.670278,-120.566944,57982
33.823056,-115.393889,57993
35.9025,-119.442778,58002
35.898333,-119.435278,58003
34.975278,-118.946944,58028
35.647295,-119.716512,58034
37.734167,-120.995556,58039
34.121667,-117.938333,58056
33.245833,-115.496667,58062
34.618861,-117.939444,58073
34.174167,-116.152778,58074
34.9077,-117.9206,58076
38.645119,-121.172999,58086
36.678611,-119.7975,58118
38.515,-121.398333,58119
36.226111,-119.834167,58148
34.708889,-118.304722,58149
33.880638,-117.88656,58169
34.043056,-117.098889,58170
34.51231,-117.47753,58202
38.500278,-121.694167,58204
36.142222,-120.1325,58206
38.500278,-121.694167,58217
34.853581,-116.683108,58226
34.192222,-116.090278,58227
33.767222,-117.0175,58232
34.171944,-116.1525,58234
33.719722,-117.009722,58244
34.183611,-118.574722,58248
34.248889,-118.483333,58249
34.075,-118.36,58253
38.559533,-121.257556,58261
33.598889,-114.571667,58289
33.597222,-114.571667,58290
36.505278,-119.540278,58304
36.2675,-119.128581,58306
36.3875,-119.255,58307
36.211944,-119.133889,58308
36.102778,-119.039722,58309
34.665556,-118.288056,58354
34.665556,-118.286944,58355
35.895,-119.510833,58366
39.373333,-121.684167,58370
39.373333,-121.681667,58371
35.871389,-119.4625,58373
36.138333,-119.573333,58374
38.001667,-121.747778,58376
34.8181,-118.4036,58388
34.848611,-118.352778,58389
32.7125,-115.540556,58398
34.398059,-116.865517,58417
34.501111,-117.466667,58418
34.497778,-117.471111,58419
34.243333,-118.530556,58422
32.686944,-115.647778,58430
34.655,-118.051111,58445
34.650556,-118.051944,58446
34.647778,-118.061111,58447
34.509167,-117.154444,58448
34.643889,-118.163056,58449
34.668889,-118.061389,58450
34.695278,-118.0625,58451
34.708889,-118.274167,58452
34.600833,-117.642222,58454
33.694722,-114.739722,58462
32.753333,-115.726389,58467
34.9,-118.246944,58498
34.900278,-118.238333,58499
35.00745,-118.16451,58500
35.024722,-118.164167,58502
33.568333,-114.918056,58506
38.136389,-121.148889,58508
35.55795,-120.68287,58509
38.12139,-121.14122,58510
33.565,-114.918056,58513
33.923056,-116.53,58514
36.941111,-120.046667,58522
37.633526,-122.139717,58525
32.967222,-115.5325,58527
33.8906,-116.5431,58528
33.8055,-115.3947,58542
32.982778,-115.481944,58545
37.889753,-120.528723,58578
34.043889,-117.531111,58581
34.05,-117.596111,58582
39.724167,-121.815278,58585
34.157222,-116.234444,58590
33.08,-115.47,58592
34.553056,-117.456944,58609
34.551111,-117.191111,58610
34.496944,-117.145,58611
34.545,-117.191944,58612
36.138056,-120.075833,58616
32.803333,-115.546389,58621
37.719167,-121.886944,58625
34.681667,-118.324722,58626
34.688889,-118.320278,58627
36.721111,-121.787778,58633
34.695833,-118.058889,58634
38.643611,-121.416389,58636
36.2,-119.42,58642
34.013056,-117.5375,58698
35.62,-119.85,58711
36.73,-120.41,58713
35.150694,-118.875,58718
35.150694,-118.875278,58721
38.300556,-121.966389,58748
34.716944,-118.289444,58750
34.713333,-118.289444,58751
34.713333,-118.289444,58752
34.723056,-118.289722,58753
34.723056,-118.289722,58754
34.723056,-118.289722,58755
34.723056,-118.289722,58756
34.723056,-118.289722,58757
34.582222,-117.341667,58761
34.583333,-117.340278,58762
34.584444,-117.341389,58763
41.031389,-121.4225,58814
35.321944,-118.812778,58831
38.761389,-122.975278,58889
38.510833,-122.479722,58890
33.234167,-117.001667,58906
33.234167,-117.001667,58907
33.012222,-116.875,58909
33.012222,-116.875,58911
33.910833,-118.044444,58912
33.910833,-118.044444,58913
36.67,-119.415833,58918
39.291667,-121.669722,58919
37.352222,-120.506944,58920
38.773056,-123.017778,58949
38.643611,-121.163889,58954
34.136111,-118.701944,58963
35.874722,-119.046111,58973
36.218806,-119.805833,58975
35.026667,-118.185556,58983
36.6175,-120.290833,58984
36.247778,-119.833889,58985
35.223333,-119.088889,58986
35.026667,-118.185556,58990
36.226111,-119.905278,58991
35.323056,-118.821389,59008
35.325278,-118.878611,59009
38.399444,-121.960278,59058
35.593611,-119.58,59086
36.134444,-119.554444,59087
33.165833,-115.532222,59088
34.708333,-118.130556,59094
34.708333,-118.130556,59095
34.708333,-118.130556,59096
34.700278,-118.123611,59098
34.700278,-118.123611,59099
36.831667,-121.404167,59122
37.969722,-121.719444,59129
37.921944,-121.755556,59130
34.9325,-117.907222,59132
34.917222,-117.900278,59133
32.906111,-117.121389,59138
33.21,-117.170556,59139
36.221667,-119.903056,59150
34.715,-118.095,59167
34.710556,-118.166111,59169
34.435,-117.378056,59182
36.138056,-119.564722,59183
36.19,-119.12,59203
36.05,-119.02,59219
34.408333,-116.8625,59237
35.416111,-119.6825,59249
35.4225,-119.629167,59250
35.63,-119.573889,59253
34.599444,-117.932778,59262
37.267778,-120.484444,59265
