GEOID,year,month,smoke_days,total_pm
06047002000,2016,07,11,41.929274979
06047002000,2016,08,28,104.35879295
06047002000,2016,09,17,72.851688
06047002000,2016,11,2,0.52518187
06047002000,2017,04,1,0.0006706671
06047002000,2017,07,9,17.930353218
06047002000,2017,08,20,85.208669
06047002000,2017,09,13,137.4480399
06047002000,2017,10,11,86.004231515
06047002000,2017,11,1,0.00331613
06047002000,2017,12,4,24.62286332
06047002000,2018,02,1,0.3778645
06047002000,2018,05,2,0.064589701
06047002000,2018,06,10,10.966328361
06047002000,2018,07,14,99.049412
06047002000,2018,08,24,229.5628352664
06047002000,2018,09,6,27.127731809
06047002000,2018,10,7,10.364913219
06047002000,2018,11,13,613.250418
06047002000,2018,12,1,0.2329671
06047002000,2019,02,1,0.009830631
06047002000,2019,03,1,4.03947
06047002000,2019,04,1,2.894558
06047002000,2019,05,3,2.59271365
06047002000,2019,06,6,5.0651225719
06047002000,2019,07,5,5.3930338
06047002000,2019,08,2,4.764656
06047002000,2019,10,11,39.9237378
06047002000,2019,11,4,5.06407485088
06047002000,2019,12,1,5.594824
06047002000,2020,01,1,0.001558431
06047002000,2020,02,1,2.417933
06047002000,2020,03,2,3.6992549
06047002000,2020,04,2,0.3302501
06047002000,2020,05,3,3.4535397
06047002000,2020,06,5,2.5303994
06047002000,2020,07,13,24.389624831
06047002000,2020,08,16,585.236003
06047002000,2020,09,30,796.943072
06047002000,2020,10,29,388.178618
06047002000,2020,11,5,48.738627
06047002100,2013,03,1,3.277701e-05
06047002100,2013,05,4,20.8404991
06047002100,2013,06,2,6.339333
06047002100,2013,07,11,48.953557
06047002100,2013,08,10,26.041662876
06047002100,2013,09,7,25.9836982188
06047002100,2013,10,5,6.9569591246
06047002100,2013,11,3,8.5936153032
06047002100,2014,05,2,1.9526477
06047002100,2014,06,1,1.380002
06047002100,2014,07,6,5.1110633457
06047002100,2014,08,4,18.3000643991774
06047002100,2014,09,7,26.3982726
06047002100,2014,10,1,0.8601665
06047002100,2015,01,1,0.001365629
06047002100,2015,04,1,2.360799
06047002100,2015,05,3,3.128024363
06047002100,2015,06,4,6.06476957
06047002100,2015,07,4,6.3106099
06047002100,2015,08,9,21.922061732
06047002100,2015,09,9,34.97041159
06047002100,2015,10,5,3.8259401665
06047002100,2016,03,2,5.965071
06047002100,2016,04,1,0.0001931685
06047002100,2016,05,2,0.0013238329
06047002100,2016,06,5,6.5186863764931
06047002100,2016,07,11,45.5966594
06047002100,2016,08,28,108.531401001
06047002100,2016,09,19,78.512174909492
06047002100,2016,11,2,0.7123401727
06047002100,2017,04,2,0.0085462754
06047002100,2017,07,9,20.76205436
06047002100,2017,08,20,86.416089
06047002100,2017,09,14,142.658331388
06047002100,2017,10,10,86.2598049156
06047002100,2017,11,2,0.532286651
06047002100,2017,12,5,15.01034586
06047002100,2018,02,1,0.4633826
06047002100,2018,05,2,0.0109267105
06047002100,2018,06,10,11.714422321879
06047002100,2018,07,14,106.845116
06047002100,2018,08,21,218.664532
06047002100,2018,09,5,27.635955
06047002100,2018,10,7,14.086154664
06047002100,2018,11,13,592.629648
06047002100,2018,12,1,0
06047002100,2019,02,2,0.725331
06047002100,2019,03,1,4.235635
06047002100,2019,04,1,2.715169
06047002100,2019,05,3,3.1965356
06047002100,2019,06,5,2.529864458
06047002100,2019,07,6,6.78552958589
06047002100,2019,08,3,3.72988640939
06047002100,2019,10,11,43.0486243
06047002100,2019,11,2,4.55398077
06047002100,2019,12,1,4.912353
06047002100,2020,01,1,0.01405793
06047002100,2020,02,3,3.150666954772
06047002100,2020,03,3,7.08975955
06047002100,2020,04,1,0.3842301
06047002100,2020,05,3,6.0509676
06047002100,2020,06,4,4.2657586
06047002100,2020,07,12,31.71173636
06047002100,2020,08,16,569.3343729
06047002100,2020,09,30,830.779385
06047002100,2020,10,29,400.16505
06047002100,2020,11,6,61.2556433802
06047002401,2013,04,1,0.008326523
06047002401,2013,05,4,20.3351794
06047002401,2013,06,2,6.155241
06047002401,2013,07,11,49.2286399
06047002401,2013,08,10,28.94978221
06047002401,2013,09,8,27.1948212
06047002401,2013,10,5,12.89735438
06047002401,2013,11,2,4.9895964
06047002401,2014,05,2,3.223429
06047002401,2014,06,1,0.1066569
06047002401,2014,07,6,10.7370401
06047002401,2014,08,4,15.95761029
06047002401,2014,09,6,21.103954
06047002401,2014,10,1,2.335737
06047002401,2015,04,1,2.467282
06047002401,2015,05,2,4.121262
06047002401,2015,06,4,11.217447
06047002401,2015,07,5,12.1379905
06047002401,2015,08,8,26.0817058
06047002401,2015,09,10,41.97537244
06047002401,2015,10,2,6.901612
06047002401,2016,03,2,5.8478934
06047002401,2016,04,1,0.6211255
06047002401,2016,05,1,0.0002042647
06047002401,2016,06,2,6.318674
06047002401,2016,07,11,51.456935
06047002401,2016,08,27,111.339011062
06047002401,2016,09,18,81.3720909
06047002401,2016,11,1,2.546346
06047002401,2017,04,2,0.0040013637
06047002401,2017,07,9,23.1660116
06047002401,2017,08,21,95.6727
06047002401,2017,09,12,142.43973279
06047002401,2017,10,10,77.5435188
06047002401,2017,11,2,4.927012
06047002401,2017,12,1,0.1009441
06047002401,2018,02,1,0.4631034
06047002401,2018,05,1,0.082975
06047002401,2018,06,6,15.323643
06047002401,2018,07,16,115.67556933
06047002401,2018,08,22,244.27578537
06047002401,2018,09,5,27.653756
06047002401,2018,10,6,19.898739
06047002401,2018,11,13,604.802993
06047002401,2019,02,3,7.0440483
06047002401,2019,03,1,4.824065
06047002401,2019,04,1,2.684839
06047002401,2019,05,3,4.83080319
06047002401,2019,06,3,1.7854635
06047002401,2019,07,4,6.2317471
06047002401,2019,08,2,4.8171998
06047002401,2019,09,2,3.246174
06047002401,2019,10,12,46.494535
06047002401,2019,11,3,5.48040828
06047002401,2019,12,1,1.065195
06047002401,2020,01,1,2.217418
06047002401,2020,02,2,4.5056478
06047002401,2020,03,3,11.088319
06047002401,2020,04,2,1.1175372375
06047002401,2020,05,4,8.38197351
06047002401,2020,06,3,4.2477775394
06047002401,2020,07,13,36.23011447
06047002401,2020,08,15,630.95784
06047002401,2020,09,30,908.03363
06047002401,2020,10,29,415.914332
06047002401,2020,11,5,60.526524
06047002401,2020,12,1,0.01613748
06047002500,2013,04,1,0.01792666
06047002500,2013,05,3,21.105452
06047002500,2013,06,2,5.489165
06047002500,2013,07,14,55.844966
06047002500,2013,08,18,48.500528401
06047002500,2013,09,10,31.3816543
06047002500,2013,10,2,6.627154
06047002500,2013,11,3,10.89683243
06047002500,2014,01,2,10.82854299
06047002500,2014,03,1,7.491699e-05
06047002500,2014,05,2,3.41773
06047002500,2014,06,1,1.062844
06047002500,2014,07,5,9.63704822
06047002500,2014,08,2,19.827708
06047002500,2014,09,7,19.04064056
06047002500,2015,04,2,2.96137833
06047002500,2015,05,4,3.94718431
06047002500,2015,06,6,16.3339782
06047002500,2015,07,5,9.6957932
06047002500,2015,08,12,35.68730642
06047002500,2015,09,14,54.6325496
06047002500,2015,10,3,5.6214412
06047002500,2016,02,1,0.1667199
06047002500,2016,04,1,2.361469
06047002500,2016,05,1,0.8140119
06047002500,2016,06,3,6.730089
06047002500,2016,07,10,28.984968
06047002500,2016,08,26,78.089488
06047002500,2016,09,19,73.71277
06047002500,2017,04,2,0.08971632
06047002500,2017,05,2,4.5094643
06047002500,2017,07,18,23.1401199614
06047002500,2017,08,22,84.87911881
06047002500,2017,09,14,157.5366869
06047002500,2017,10,11,64.47137813
06047002500,2018,02,1,2.486572
06047002500,2018,05,2,2.98088495
06047002500,2018,06,9,10.6626877895
06047002500,2018,07,21,159.81370084
06047002500,2018,08,24,338.25217686
06047002500,2018,09,7,36.53798129
06047002500,2018,10,7,12.43530574
06047002500,2018,11,13,478.2586336
06047002500,2018,12,1,1.321769
06047002500,2019,01,1,4.246724
06047002500,2019,02,1,7.317291
06047002500,2019,03,1,5.192848
06047002500,2019,04,1,2.282439
06047002500,2019,05,2,1.768121575
06047002500,2019,06,6,4.15030751
06047002500,2019,07,4,4.12671962
06047002500,2019,08,3,2.55150465
06047002500,2019,09,2,3.655064
06047002500,2019,10,11,35.405697
06047002500,2019,11,5,8.6482405
06047002500,2019,12,1,0.4827754
06047002500,2020,01,1,0.2196335
06047002500,2020,02,2,0.0659083
06047002500,2020,03,3,14.2830595
06047002500,2020,04,3,0.52514187
06047002500,2020,05,1,0.004326936
06047002500,2020,06,3,3.8027784
06047002500,2020,07,9,8.482484013
06047002500,2020,08,15,634.298558
06047002500,2020,09,30,959.5773111
06047002500,2020,10,30,426.9543459
06047002500,2020,11,5,53.230956
06053014302,2013,05,1,3.894489
06053014302,2013,06,1,2.197629
06053014302,2013,07,7,12.709333
06053014302,2013,08,5,6.49031
06053014302,2013,09,4,6.2896331
06053014302,2013,10,6,23.950843
06053014302,2013,11,1,2.00611
06053014302,2014,03,1,1.664058
06053014302,2014,05,1,2.988696
06053014302,2014,06,2,2.976879
06053014302,2014,07,1,0.8245957
06053014302,2014,08,5,7.871276
06053014302,2014,09,6,18.796131
06053014302,2015,04,1,0.6667324
06053014302,2015,05,2,4.189986
06053014302,2015,06,1,1.20646
06053014302,2015,08,7,13.617164
06053014302,2015,09,6,13.999089
06053014302,2015,10,3,12.119408
06053014302,2016,06,1,2.371093
06053014302,2016,07,8,93.631993
06053014302,2016,08,25,97.1953905
06053014302,2016,09,20,75.462908
06053014302,2017,07,2,5.274011
06053014302,2017,08,19,44.5189463
06053014302,2017,09,12,74.0419254
06053014302,2017,10,8,92.20383
06053014302,2017,12,6,46.361201
06053014302,2018,06,1,0.7616303
06053014302,2018,07,9,13.1025802
06053014302,2018,08,18,85.85698
06053014302,2018,09,4,10.311571
06053014302,2018,10,2,3.884924
06053014302,2018,11,13,339.710648
06053014302,2019,05,1,0.1284115
06053014302,2019,06,2,2.838811
06053014302,2019,07,2,2.240209
06053014302,2019,08,1,2.064022
06053014302,2019,09,1,1.660637
06053014302,2019,10,8,28.255957
06053014302,2019,11,2,6.427991
06053014302,2020,02,1,1.706665
06053014302,2020,07,6,8.473539
06053014302,2020,08,18,208.4621004
06053014302,2020,09,28,447.2587708
06053014302,2020,10,20,152.441527
06053014302,2020,11,2,7.396881
06055201602,2013,02,3,9.5921664
06055201602,2013,04,1,2.761659
06055201602,2013,05,3,14.538256
06055201602,2013,06,1,2.945168
06055201602,2013,07,11,41.846537
06055201602,2013,08,12,31.8017997
06055201602,2013,09,1,3.065345
06055201602,2013,11,1,3.652523
06055201602,2014,01,1,1.478509
06055201602,2014,05,1,1.563219
06055201602,2014,06,1,3.859719
06055201602,2014,07,5,9.8915621
06055201602,2014,08,8,36.3763897
06055201602,2014,09,9,36.76477
06055201602,2015,01,1,1.902319
06055201602,2015,04,2,4.525126
06055201602,2015,05,4,9.700918
06055201602,2015,06,3,7.761086
06055201602,2015,07,5,25.684984
06055201602,2015,08,12,65.9050785
06055201602,2015,09,6,30.373649
06055201602,2015,10,1,2.889477
06055201602,2016,07,3,10.698796
06055201602,2016,08,14,30.984674
06055201602,2016,09,12,44.85535
06055201602,2016,10,1,3.127348
06055201602,2017,07,3,5.712239
06055201602,2017,08,19,84.072439
06055201602,2017,09,14,147.3972559
06055201602,2017,10,10,881.59456
06055201602,2017,12,2,13.264558
06055201602,2018,06,4,14.940446
06055201602,2018,07,14,119.853422
06055201602,2018,08,29,367.098975
06055201602,2018,09,9,51.063462
06055201602,2018,11,14,930.2607603
06055201602,2019,05,1,0.2253923
06055201602,2019,06,5,6.6538632
06055201602,2019,07,7,14.740569
06055201602,2019,09,4,8.6152964
06055201602,2019,10,9,95.4918817
06055201602,2020,02,2,10.819183
06055201602,2020,03,1,0.3053196
06055201602,2020,04,1,1.529932
06055201602,2020,07,4,5.3666141
06055201602,2020,08,17,582.142246
06055201602,2020,09,29,932.7056762
06055201602,2020,10,17,447.999829
06055201602,2020,11,3,15.386401
06055201602,2020,12,1,5.339655
06059011504,2013,04,1,2.739811
06059011504,2013,05,4,11.463483
06059011504,2013,06,3,7.011279
06059011504,2013,07,6,13.3841837
06059011504,2013,09,4,4.0545076
06059011504,2014,01,2,12.506374
06059011504,2014,09,3,12.6995587
06059011504,2014,10,2,4.972925
06059011504,2015,06,4,6.731172
06059011504,2015,08,3,9.397571
06059011504,2015,09,2,4.894164
06059011504,2016,06,7,25.9166396
06059011504,2016,07,7,23.836822
06059011504,2016,08,10,15.7499536
06059011504,2016,09,5,7.1635692
06059011504,2017,07,4,6.5269998
06059011504,2017,08,7,22.798034
06059011504,2017,09,8,23.30649
06059011504,2017,10,6,31.0695431
06059011504,2017,12,1,4.305703
06059011504,2018,07,8,20.8689113
06059011504,2018,08,12,28.789781
06059011504,2018,09,1,3.111057
06059011504,2018,11,4,46.84259
06059011504,2019,05,1,0
06059011504,2019,10,6,10.021362
06059011504,2020,05,1,1.789581
06059011504,2020,06,2,2.7371048
06059011504,2020,08,15,51.698506
06059011504,2020,09,24,329.6205265
06059011504,2020,10,21,203.503357
06059011504,2020,12,2,10.056788
06059087503,2013,05,4,10.426257
06059087503,2013,06,2,5.42397
06059087503,2013,07,6,9.6312633
06059087503,2013,09,4,2.47679432
06059087503,2013,10,1,0.9983072
06059087503,2014,01,1,3.506358
06059087503,2014,04,1,8.719279
06059087503,2014,09,3,10.069567
06059087503,2014,10,1,2.856312
06059087503,2015,06,4,6.905814
06059087503,2015,08,3,8.208722
06059087503,2015,09,2,3.6855985
06059087503,2016,06,7,25.2947285
06059087503,2016,07,7,18.025479
06059087503,2016,08,10,12.7598671
06059087503,2016,09,6,9.2512265
06059087503,2017,06,1,0.5095004
06059087503,2017,07,4,4.7073536
06059087503,2017,08,8,27.2813737
06059087503,2017,09,10,29.836605
06059087503,2017,10,5,40.084569
06059087503,2017,12,1,3.728878
06059087503,2018,07,7,19.0354275
06059087503,2018,08,11,22.8807692
06059087503,2018,09,1,3.461473
06059087503,2018,11,4,40.366695
06059087503,2019,05,1,0
06059087503,2019,10,7,12.6503147
06059087503,2020,05,1,2.063202
06059087503,2020,06,2,4.753678
06059087503,2020,08,15,41.9213965
06059087503,2020,09,23,279.1892357
06059087503,2020,10,20,264.187221
06059087503,2020,12,2,23.275989
06065030300,2013,02,1,0.8010288
06065030300,2013,04,1,1.580769
06065030300,2013,05,4,9.713658
06065030300,2013,06,4,5.854613
06065030300,2013,07,8,28.6421605
06065030300,2013,08,3,4.967404
06065030300,2013,09,4,3.817168935
06065030300,2014,01,1,4.30393
06065030300,2014,07,1,0.03966614
06065030300,2014,09,3,13.306172
06065030300,2014,10,1,2.524066
06065030300,2015,02,1,15.9251
06065030300,2015,04,2,13.102568
06065030300,2015,06,4,6.822556
06065030300,2015,07,1,1.23921
06065030300,2015,08,4,13.46053
06065030300,2015,09,1,0.41737
06065030300,2016,06,9,22.8763462
06065030300,2016,07,7,22.57927326
06065030300,2016,08,11,17.5790505
06065030300,2016,09,3,4.304751
06065030300,2017,04,1,0.02861946
06065030300,2017,06,1,0.01719296
06065030300,2017,07,5,13.6302681
06065030300,2017,08,6,14.833323
06065030300,2017,09,8,17.97579672
06065030300,2017,10,4,15.789365984
06065030300,2017,12,2,0.56989668
06065030300,2018,06,3,5.0463197
06065030300,2018,07,9,18.824478736
06065030300,2018,08,11,22.48949147
06065030300,2018,09,2,5.934025
06065030300,2018,11,3,20.411566
06065030300,2019,05,1,0
06065030300,2019,06,1,0.03221645
06065030300,2019,07,1,0.02933937
06065030300,2019,09,1,2.87895
06065030300,2019,10,5,8.3120491
06065030300,2020,02,1,6.900339
06065030300,2020,03,1,6.191639
06065030300,2020,05,1,1.304555
06065030300,2020,06,2,2.2435111
06065030300,2020,07,1,1.671371
06065030300,2020,08,17,50.42847018
06065030300,2020,09,24,320.1777802
06065030300,2020,10,23,227.371061
06065030300,2020,11,1,3.670102
06065030300,2020,12,1,0.06598749
06065040503,2013,04,1,1.927237
06065040503,2013,05,5,12.768879
06065040503,2013,06,4,4.3297062
06065040503,2013,07,7,24.1695975
06065040503,2013,08,1,1.857204
06065040503,2013,09,4,4.26693835
06065040503,2014,01,1,9.101287
06065040503,2014,04,1,2.338648
06065040503,2014,07,1,3.207267
06065040503,2014,09,4,15.0105333
06065040503,2014,10,1,2.861175
06065040503,2015,04,1,12.27151
06065040503,2015,06,4,7.5245224
06065040503,2015,07,1,1.439608
06065040503,2015,08,3,8.648854
06065040503,2015,09,2,4.7625648
06065040503,2016,06,9,22.8776401
06065040503,2016,07,6,20.692733
06065040503,2016,08,10,14.2940372
06065040503,2016,09,4,4.8623206
06065040503,2017,07,4,5.8170389
06065040503,2017,08,6,18.5422606
06065040503,2017,09,8,23.246806
06065040503,2017,10,3,16.2344975
06065040503,2017,12,1,0.8185769
06065040503,2018,06,1,3.354005
06065040503,2018,07,9,20.8489282
06065040503,2018,08,11,24.69328077
06065040503,2018,09,2,7.44424
06065040503,2018,11,3,22.989943
06065040503,2019,05,1,0
06065040503,2019,09,1,2.637766
06065040503,2019,10,5,11.7329494
06065040503,2019,11,1,1.14937
06065040503,2020,03,2,9.024976
06065040503,2020,05,2,7.229285
06065040503,2020,06,1,1.782076
06065040503,2020,07,1,1.668398
06065040503,2020,08,15,46.9550588
06065040503,2020,09,23,328.991221
06065040503,2020,10,23,264.83681
06065040503,2020,11,1,4.487377
06065040607,2013,04,1,1.891347
06065040607,2013,05,5,12.804267
06065040607,2013,06,4,4.4219867
06065040607,2013,07,7,23.8640502
06065040607,2013,08,1,1.626092
06065040607,2013,09,5,4.38424869
06065040607,2014,01,1,8.667594
06065040607,2014,04,1,2.623443
06065040607,2014,07,1,2.808152
06065040607,2014,09,5,15.4488518
06065040607,2014,10,1,2.859734
06065040607,2015,04,2,12.2958863
06065040607,2015,06,4,7.4923828
06065040607,2015,07,1,1.414091
06065040607,2015,08,3,8.47975
06065040607,2015,09,2,4.6783329
06065040607,2016,06,9,23.181193
06065040607,2016,07,6,20.807857
06065040607,2016,08,10,14.4535577
06065040607,2016,09,4,4.8881445
06065040607,2017,07,4,5.8918548
06065040607,2017,08,6,18.5019996
06065040607,2017,09,9,23.309034
06065040607,2017,10,5,17.2150254
06065040607,2017,12,1,0.8556691
06065040607,2018,06,1,3.291776
06065040607,2018,07,10,20.7960624
06065040607,2018,08,11,25.9965125
06065040607,2018,09,2,7.193572
06065040607,2018,11,3,22.953593
06065040607,2019,05,1,0
06065040607,2019,09,1,2.30952
06065040607,2019,10,6,11.5157254
06065040607,2019,11,1,1.141662
06065040607,2020,03,2,8.694405
06065040607,2020,05,2,7.011944
06065040607,2020,06,1,1.77837
06065040607,2020,07,1,1.460781
06065040607,2020,08,15,49.6296617
06065040607,2020,09,23,329.287627
06065040607,2020,10,23,257.729482
06065040607,2020,11,1,4.343386
06065040607,2020,12,2,0.9716046
06065041909,2013,02,1,1.173269
06065041909,2013,05,4,9.652051
06065041909,2013,06,4,7.0289683
06065041909,2013,07,8,23.87664482
06065041909,2013,08,1,2.594885
06065041909,2013,09,3,2.9985957
06065041909,2014,09,4,26.1482924
06065041909,2014,10,1,2.917274
06065041909,2015,04,2,11.899134
06065041909,2015,06,4,8.237714
06065041909,2015,07,1,1.41863
06065041909,2015,08,4,10.897197
06065041909,2015,09,2,3.9412803
06065041909,2016,06,8,21.9590669
06065041909,2016,07,5,21.376505
06065041909,2016,08,11,18.4078156
06065041909,2016,09,3,4.718796
06065041909,2017,07,5,9.1180672
06065041909,2017,08,6,17.2710428
06065041909,2017,09,9,28.077208
06065041909,2017,10,4,17.0448432
06065041909,2018,06,1,3.154693
06065041909,2018,07,9,22.1429406
06065041909,2018,08,10,52.420152
06065041909,2018,09,2,4.913236
06065041909,2018,11,3,19.186718
06065041909,2019,05,1,0
06065041909,2019,06,1,2.317937
06065041909,2019,09,1,3.192938
06065041909,2019,10,4,6.39644
06065041909,2020,03,2,6.084264
06065041909,2020,05,1,1.867406
06065041909,2020,06,1,2.652833
06065041909,2020,08,15,65.6882453
06065041909,2020,09,23,330.208252
06065041909,2020,10,21,190.447342
06065041909,2020,11,1,3.849108
06065041909,2020,12,1,3.844235
06065042507,2013,05,4,11.662994
06065042507,2013,06,4,8.71484
06065042507,2013,07,9,33.652846
06065042507,2013,08,3,5.761153
06065042507,2013,09,3,3.9989067
06065042507,2014,01,1,2.483646
06065042507,2014,08,1,0.6730664
06065042507,2014,09,3,11.5866924
06065042507,2014,10,1,2.647342
06065042507,2015,02,1,4.076196
06065042507,2015,04,1,6.676277
06065042507,2015,06,4,6.4433424
06065042507,2015,07,1,1.342245
06065042507,2015,08,4,9.09459
06065042507,2015,09,1,0.4615226
06065042507,2016,06,10,25.177101
06065042507,2016,07,5,20.812856
06065042507,2016,08,9,18.681783
06065042507,2016,09,3,4.233868
06065042507,2016,11,1,0.5009577
06065042507,2017,07,6,11.0363235
06065042507,2017,08,6,13.7402823
06065042507,2017,09,7,25.219224
06065042507,2017,10,4,17.0502262
06065042507,2017,12,1,1.813224
06065042507,2018,06,2,4.935036
06065042507,2018,07,8,23.1901083
06065042507,2018,08,11,45.6403564
06065042507,2018,09,2,3.736749
06065042507,2018,11,3,16.212015
06065042507,2019,05,2,1.420988
06065042507,2019,06,2,2.4928126
06065042507,2019,07,1,2.041298
06065042507,2019,09,1,4.209833
06065042507,2019,10,3,6.654266
06065042507,2020,02,1,5.472053
06065042507,2020,05,1,1.313526
06065042507,2020,06,3,3.9244151
06065042507,2020,07,1,1.703941
06065042507,2020,08,16,76.9538242
06065042507,2020,09,22,326.599049
06065042507,2020,10,23,185.216112
06065042507,2020,12,1,3.633103
06065042620,2013,05,4,12.4657147
06065042620,2013,06,4,9.834718
06065042620,2013,07,9,32.628139
06065042620,2013,08,3,8.13467
06065042620,2013,09,3,4.762389
06065042620,2014,01,2,0.21109177
06065042620,2014,05,1,1.092215
06065042620,2014,08,1,2.539719
06065042620,2014,09,4,13.742012658
06065042620,2014,10,1,2.539568
06065042620,2015,02,1,0.1198014
06065042620,2015,04,1,6.239315
06065042620,2015,06,5,8.59714465
06065042620,2015,07,1,1.30695
06065042620,2015,08,6,5.47013011
06065042620,2015,09,1,0.4611539
06065042620,2016,06,10,27.9724765
06065042620,2016,07,6,21.34045
06065042620,2016,08,11,19.82447804
06065042620,2016,09,3,4.367346
06065042620,2016,11,1,1.869457
06065042620,2017,04,1,0.001819205
06065042620,2017,05,1,0.002292455
06065042620,2017,06,1,0.5871038
06065042620,2017,07,6,12.4024621
06065042620,2017,08,7,17.4641037
06065042620,2017,09,7,24.495487
06065042620,2017,10,5,17.151282285
06065042620,2017,12,1,5.68846
06065042620,2018,04,1,0.4578929
06065042620,2018,06,3,5.911366538
06065042620,2018,07,8,25.6807945
06065042620,2018,08,13,53.07411923
06065042620,2018,09,2,4.670486
06065042620,2018,11,3,17.047679
06065042620,2019,05,2,0.9447494
06065042620,2019,06,3,3.512326493
06065042620,2019,07,1,1.969452
06065042620,2019,09,2,4.31346675
06065042620,2019,10,3,6.588721
06065042620,2020,02,1,4.655985
06065042620,2020,03,1,0.03022859
06065042620,2020,05,1,1.5738
06065042620,2020,06,3,3.95714699
06065042620,2020,07,1,1.879077
06065042620,2020,08,16,86.6687958
06065042620,2020,09,22,335.143011
06065042620,2020,10,23,171.09482881
06065042620,2020,12,1,3.430106
06065042723,2013,05,3,7.162602
06065042723,2013,06,4,10.897642
06065042723,2013,07,10,37.7608356
06065042723,2013,08,2,5.448705
06065042723,2013,09,3,3.1594539
06065042723,2014,01,1,0.4741802
06065042723,2014,05,1,7.054318
06065042723,2014,08,1,2.102397
06065042723,2014,09,3,12.097734
06065042723,2014,10,1,2.426084
06065042723,2015,02,1,1.098742
06065042723,2015,04,2,4.33476311
06065042723,2015,06,5,9.053165
06065042723,2015,07,1,1.116904
06065042723,2015,08,4,6.458685
06065042723,2015,09,1,0.3834852
06065042723,2016,02,1,1.319722
06065042723,2016,06,9,17.4382634
06065042723,2016,07,5,19.600022
06065042723,2016,08,10,20.937216
06065042723,2016,09,3,3.9060917
06065042723,2016,11,1,0.920667
06065042723,2017,06,1,3.336622
06065042723,2017,07,6,7.7482529
06065042723,2017,08,7,15.3260745
06065042723,2017,09,5,16.356309
06065042723,2017,10,5,13.2050014
06065042723,2018,04,1,1.341421
06065042723,2018,05,1,0.9920645
06065042723,2018,06,2,2.853734
06065042723,2018,07,9,29.082205
06065042723,2018,08,14,42.6663153
06065042723,2018,09,2,1.075224063
06065042723,2018,11,3,10.901994
06065042723,2019,05,2,0.6422848
06065042723,2019,06,2,1.8030598
06065042723,2019,08,1,0.8243183
06065042723,2019,09,2,6.1326742
06065042723,2019,10,2,3.052022
06065042723,2020,02,1,2.319377
06065042723,2020,05,2,1.8068347
06065042723,2020,06,3,5.2184197
06065042723,2020,07,1,1.114158
06065042723,2020,08,16,75.200855
06065042723,2020,09,22,253.025733
06065042723,2020,10,21,129.923907
06065043317,2013,05,2,5.221793
06065043317,2013,06,4,11.817779
06065043317,2013,07,10,46.573061
06065043317,2013,08,2,6.360742
06065043317,2013,09,3,2.7288496
06065043317,2014,05,1,9.796177
06065043317,2014,08,1,2.198875
06065043317,2014,09,2,11.049358
06065043317,2014,10,1,2.489427
06065043317,2015,02,1,3.547108
06065043317,2015,04,2,4.10246994
06065043317,2015,06,5,7.425322
06065043317,2015,07,1,1.067327
06065043317,2015,08,4,6.447615
06065043317,2015,09,1,0.354194
06065043317,2016,02,1,0.02833348
06065043317,2016,06,8,17.0121934
06065043317,2016,07,5,19.774225
06065043317,2016,08,10,22.595736
06065043317,2016,09,3,3.9409513
06065043317,2017,06,1,3.675224
06065043317,2017,07,2,3.842507
06065043317,2017,08,7,15.4189694
06065043317,2017,09,5,16.38072
06065043317,2017,10,4,14.1573106
06065043317,2018,04,1,0.03162157
06065043317,2018,05,1,1.898955
06065043317,2018,06,2,2.20829984
06065043317,2018,07,9,38.631041
06065043317,2018,08,14,47.960111
06065043317,2018,09,2,1.15949067
06065043317,2018,11,3,11.114055
06065043317,2019,05,2,0.8004055
06065043317,2019,06,1,0.7014312
06065043317,2019,08,1,2.655804
06065043317,2019,09,1,4.946428
06065043317,2019,10,2,3.259721
06065043317,2020,02,1,2.380382
06065043317,2020,05,2,2.4309368
06065043317,2020,06,3,6.2833406
06065043317,2020,07,1,1.152343
06065043317,2020,08,16,74.541187
06065043317,2020,09,22,258.698298
06065043317,2020,10,20,126.115687
06065043504,2013,05,3,7.85124
06065043504,2013,06,4,12.194343
06065043504,2013,07,10,43.3421057
06065043504,2013,08,3,5.59984191
06065043504,2013,09,2,2.7814798
06065043504,2014,01,1,0.5675885
06065043504,2014,05,1,6.1577
06065043504,2014,08,1,2.173454
06065043504,2014,09,3,12.136334
06065043504,2014,10,1,2.676363
06065043504,2015,02,1,0.9170928
06065043504,2015,04,1,4.857811
06065043504,2015,06,5,14.548998
06065043504,2015,07,1,1.160447
06065043504,2015,08,4,6.761815
06065043504,2015,09,1,0.4396023
06065043504,2016,06,8,16.5210662
06065043504,2016,07,5,21.322139
06065043504,2016,08,10,21.2756787
06065043504,2016,09,3,3.7309436
06065043504,2017,06,1,3.252659
06065043504,2017,07,5,9.113776
06065043504,2017,08,8,15.24006593
06065043504,2017,09,5,16.221635
06065043504,2017,10,4,13.2004917
06065043504,2018,05,1,1.680778
06065043504,2018,06,2,2.07376202
06065043504,2018,07,9,31.50615
06065043504,2018,08,14,48.271244
06065043504,2018,09,1,1.122432
06065043504,2018,11,3,10.890206
06065043504,2019,05,3,0.22356439
06065043504,2019,06,1,1.185603
06065043504,2019,08,1,0.6850803
06065043504,2019,09,2,7.113157
06065043504,2019,10,2,2.970104
06065043504,2020,02,1,2.326513
06065043504,2020,05,2,1.6942922
06065043504,2020,06,3,5.7945824
06065043504,2020,07,1,1.21783
06065043504,2020,08,16,81.0166169
