37.690304,-105.880501,56481
39.836789,-104.697149,56815
39.522904,-107.81341,56922
40.591099,-105.145904,57141
37.694535,-105.927622,57317
37.598579,-105.955832,57368
37.685467,-105.8909,57377
40.592841,-105.147097,57507
38.7228,-104.7817,57509
38.957901,-104.806627,57554
39.904133,-104.654183,57645
40.048025,-105.180327,57681
39.909,-105.2318,57692
39.9139,-105.2153,57693
39.740896,-105.170993,57694
38.306111,-104.58,58481
38.2725,-108.785556,58547
39.9825,-104.940833,59144
40.6316,-103.194694,59198
39.0672,-108.509139,59199
39.526111,-107.696111,59239
39.900556,-104.669444,59462
38.205278,-104.566667,59656
39.415027,-107.157188,59742
39.899444,-104.675338,59807
38.7745,-104.7458,59848
39.7876,-104.5859,59849
39.7867,-104.5877,59850
37.691863,-105.990812,60008
40.081444,-104.746661,60023
40.418786,-104.891944,60247
40.577889,-104.894792,60248
40.23,-105.03,60283
37.372,-104.843,60304
39.859564,-105.149694,60320
40.863809,-105.0111,60351
40.579472,-104.895675,60497
38.602102,-104.694688,60511
40.232146,-104.791865,60720
40.609968,-103.145084,60722
37.195886,-105.982424,60723
39.638358,-104.674249,60724
39.784937,-104.583391,60725
39.765479,-104.588631,60726
39.795,-104.433,60764
38.284425,-104.523951,60801
40.386197,-104.55095,61314
40.500969,-105.13143,61425
39.808719,-104.781494,61439
40.181742,-104.692067,61462
37.068132,-106.018925,61472
39.759298,-104.621139,61563
37.777,-106.22,61605
37.384,-102.466,61606
39.638409,-104.662508,61752
39.786769,-104.583574,61753
39.68646,-104.01398,61811
39.923679,-108.462709,61886
40.44,-104.64,62224
37.453381,-105.878021,62239
39.638,-104.604,62243
39.145,-108.32,62244
39.637,-104.529,62245
39.523,-107.815,62251
39.904373,-104.6848,62252
39.637,-104.561,62253
39.899,-104.659,62254
40.237,-104.779,62255
39.80165,-104.62146,62256
38.8151,-106.1104,62260
38.977759,-104.252715,62376
38.6299,-104.6526,62495
40.289366,-104.783613,62663
39.63838,-104.562645,62664
39.981606,-105.063747,62667
39.044814,-108.419672,62718
39.108785,-108.64387,62719
