period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units,sector,entityid,entityName,balancing_authority_code,balancing.authority.name,status,gen_cap,operating.year.month,geometry,intersection,geoid,long,lat
2013-04,58131,Outback Solar At Christmas Valley,SUN,Solar,OR,Oregon,PV,924.78,megawatthours,ipp-non-chp,58083,"Outback Solar, LLC",BPAT,Bonneville Power Administration,OP,4.4,2012-10,-120.49|43.236944,12626,41037960100,-120.49,43.236944
2013-04,58150,Black Cap Solar Plant,SUN,Solar,OR,Oregon,PV,314.62,megawatthours,electric-utility,14354,PacifiCorp,PACW,PacifiCorp - West,OP,2,2012-10,-120.362631|42.17505,12745,41037960200,-120.362631,42.17505
2014-06,58961,Oregon University System OIT Klamath Falls,SUN,Solar,OR,Oregon,PV,322.18,megawatthours,ipp-non-chp,60947,Tesla Inc.,PACW,PacifiCorp - West,OP,2,2014-01,-121.785|42.254167,13185,41035972000,-121.785,42.254167
2017-02,59374,Old Mill Solar,SUN,Solar,OR,Oregon,PV,511.59,megawatthours,ipp-non-chp,59143,Old Mill Solar,PACW,PacifiCorp - West,OP,5,2015-12,-121.046389|42.203333,12788,41035970500,-121.046389,42.203333
2014-04,59790,Oregon University System Rabbit Field,SUN,Solar,OR,Oregon,PV,128.58,megawatthours,ipp-non-chp,60947,Tesla Inc.,PACW,PacifiCorp - West,OP,1.2,2014-03,-123.31695|44.573484,12883,41003000900,-123.31695,44.573484
2017-02,60057,"Steel Bridge Solar, LLC",SUN,Solar,OR,Oregon,PV,177.29,megawatthours,ipp-non-chp,59788,Steel Bridge Solar. LLC,PGE,Portland General Electric Company,OP,2.3,2016-02,-123.47|45.068,13021,41053020400,-123.47,45.068
2017-02,60112,Oregon Convention Center,SUN,Solar,OR,Oregon,PV,84.54,megawatthours,ipp-non-chp,60947,Tesla Inc.,PACW,PacifiCorp - West,OP,1.4,2016-07,-122.66317|45.528457,12862,41051002303,-122.66317,45.528457
2017-02,60330,"Grove Solar Center, LLC",SUN,Solar,OR,Oregon,PV,558.67,megawatthours,ipp-non-chp,58695,Coronal Development Services,IPCO,Idaho Power Company,OP,6,2016-09,-117.381214|43.936687,12572,41045970600,-117.381214,43.936687
2017-02,60331,"Hyline Solar Center, LLC",SUN,Solar,OR,Oregon,PV,797.94,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,IPCO,Idaho Power Company,OP,9,2016-10,-117.000071|44.151256,12679,41045970900,-117.000071,44.151256
2017-02,60332,"Open Range Solar Center, LLC",SUN,Solar,OR,Oregon,PV,953.9,megawatthours,ipp-non-chp,58695,Coronal Development Services,IPCO,Idaho Power Company,OP,10,2016-09,-117.065311|43.796766,12678,41045970700,-117.065311,43.796766
2017-02,60333,"Railroad Solar Center, LLC",SUN,Solar,OR,Oregon,PV,430.92,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,IPCO,Idaho Power Company,OP,4.5,2016-11,-117.10118|43.998019,13056,41045970200,-117.10118,43.998019
2017-02,60334,"Thunderegg Solar Center, LLC",SUN,Solar,OR,Oregon,PV,931.61,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,IPCO,Idaho Power Company,OP,10,2016-11,-116.987626|43.93097,13305,41045970500,-116.987626,43.93097
2017-02,60335,"Vale Air Solar Center, LLC",SUN,Solar,OR,Oregon,PV,911.47,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,IPCO,Idaho Power Company,OP,10,2016-11,-117.25806|43.965031,12572,41045970600,-117.25806,43.965031
2017-02,60548,"NorWest Energy 2, LLC",SUN,Solar,OR,Oregon,PV,0,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,PACW,PacifiCorp - West,OP,9.9,2016-12,-121.22838|44.06803,13005,41017001200,-121.22838,44.06803
2017-02,60616,BC Solar,SUN,Solar,OR,Oregon,PV,816.12,megawatthours,ipp-non-chp,60358,BC Solar,PACW,PacifiCorp - West,OP,8,2016-11,-120.3598|42.175,12745,41037960200,-120.3598,42.175
2017-02,60976,"OSLH, LLC",SUN,Solar,OR,Oregon,PV,907.23,megawatthours,ipp-non-chp,60610,"OSLH, LLC",PACW,PacifiCorp - West,OP,9.9,2016-12,-121.228|44.061,12932,41017001901,-121.228,44.061
2017-12,61048,Gala Solar,SUN,Solar,OR,Oregon,PV,4495,megawatthours,ipp-non-chp,15399,Avangrid Renewables LLC,BPAT,Bonneville Power Administration,OP,56.3,2017-10,-120.918|44.1843,12994,41013950300,-120.918,44.1843
2020-12,61200,"OR Solar 2, LLC",SUN,Solar,OR,Oregon,PV,385.1,megawatthours,ipp-non-chp,63757,"OR Solar 2, LLC",PACW,PacifiCorp - West,OP,10,2020-10,-122.781338|42.542084,12731,41029002700,-122.781338,42.542084
2017-12,61201,"OR Solar 3, LLC",SUN,Solar,OR,Oregon,PV,42,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,10,2017-12,-121.418873|42.022336,12743,41035970600,-121.418873,42.022336
2018-12,61281,Bear Creek Solar Center,SUN,Solar,OR,Oregon,PV,889.03,megawatthours,ipp-non-chp,60888,"GCL New Energy, Inc.",PACW,PacifiCorp - West,OP,10,2018-09,-121.237203|44.060814,12932,41017001901,-121.237203,44.060814
2018-01,61338,Mill Creek Solar (OR),SUN,Solar,OR,Oregon,PV,174.56,megawatthours,ipp-non-chp,60978,"SP Solar 5, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-123.13633|45.16964,13219,41071030900,-123.13633,45.16964
2019-02,61345,WyEast Solar,SUN,Solar,OR,Oregon,PV,1007.4,megawatthours,ipp-non-chp,15399,Avangrid Renewables LLC,AVRN,Avangrid Renewables LLC,OP,10,2018-08,-120.59994|45.5846,12777,41055950100,-120.59994,45.5846
2017-02,61423,"OR Solar 5, LLC",SUN,Solar,OR,Oregon,PV,0,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,8,2018-01,-121.611565|42.030332,13331,41035970700,-121.611565,42.030332
2019-02,61424,"OR Solar 8, LLC",SUN,Solar,OR,Oregon,PV,1321.32,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,10,2018-03,-121.585833|42.238888,12737,41035970400,-121.585833,42.238888
2017-12,61430,"OR Solar 6, LLC",SUN,Solar,OR,Oregon,PV,122,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,10,2017-12,-120.367807|42.208988,12745,41037960200,-120.367807,42.208988
2020-10,61496,Adams Solar Center,SUN,Solar,OR,Oregon,PV,1829.72,megawatthours,ipp-non-chp,60888,"GCL New Energy, Inc.",PACW,PacifiCorp - West,OP,10,2018-07,-121.122|44.675,13173,41031960202,-121.122,44.675
2020-10,61497,Elbe Solar Center,SUN,Solar,OR,Oregon,PV,1788.77,megawatthours,ipp-non-chp,60888,"GCL New Energy, Inc.",PACW,PacifiCorp - West,OP,10,2018-08,-121.205|44.618,12733,41031960302,-121.205,44.618
2017-12,61553,Klamath Falls Solar 2,SUN,Solar,OR,Oregon,PV,70,megawatthours,ipp-non-chp,60609,"Clean Focus Renewables, Inc.",PACW,PacifiCorp - West,OP,2.9,2017-12,-121.764|42.183,13382,41035971500,-121.764,42.183
2017-12,61559,Woodline Solar,SUN,Solar,OR,Oregon,PV,133,megawatthours,ipp-non-chp,61160,"Woodline Solar, LLC",PACW,PacifiCorp - West,OP,8,2017-12,-121.57766|42.236443,12737,41035970400,-121.57766,42.236443
2017-12,61560,Eagle Point Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,ipp-non-chp,61161,"Norwest Energy 7, LLC",PACW,PacifiCorp - West,OP,9.9,2017-12,-122.82917|42.400814,12915,41029001301,-122.82917,42.400814
2017-12,61580,"Tumbleweed Solar, LLC",SUN,Solar,OR,Oregon,PV,147,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,9.9,2017-12,-121.233106|44.192575,13020,41017001002,-121.233106,44.192575
2018-01,61631,"Chiloquin Solar, LLC",SUN,Solar,OR,Oregon,PV,928.91,megawatthours,ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",PACW,PacifiCorp - West,OP,9.9,2018-01,-121.861248|42.610732,12736,41035970200,-121.861248,42.610732
2017-12,61827,Dayton Cutoff Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,ipp-non-chp,61451,"SP Solar 7, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-123.135|45.17,13219,41071030900,-123.135,45.17
2017-12,61828,Valley Creek Solar,SUN,Solar,OR,Oregon,PV,30,megawatthours,ipp-non-chp,61450,"SP Solar 8, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-123.094|45.033,12864,41053005300,-123.094,45.033
2017-12,61829,Silverton Solar,SUN,Solar,OR,Oregon,PV,32,megawatthours,ipp-non-chp,61449,"Silverton Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-122.807|45.014,12881,41047010503,-122.807,45.014
2017-12,61830,Sheep Solar,SUN,Solar,OR,Oregon,PV,46,megawatthours,ipp-non-chp,61448,"Sheep Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-122.949|44.826,13130,41047002700,-122.949,44.826
2017-12,61831,Colton Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,ipp-non-chp,61445,"SP Solar 6, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-122.473|45.17,12953,41005024100,-122.473,45.17
2017-12,61832,Interstate Solar,SUN,Solar,OR,Oregon,PV,43,megawatthours,ipp-non-chp,61447,"SP Solar 1, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-122.899|45.129,13175,41047010303,-122.899,45.129
2017-12,61835,Grand Ronde Solar,SUN,Solar,OR,Oregon,PV,75,megawatthours,ipp-non-chp,61454,"NorWest Energy 14, LLC",PGE,Portland General Electric Company,OP,2.2,2017-12,-123.61|45.054,13021,41053020400,-123.61,45.054
2020-10,61844,Brush Solar Center,SUN,Solar,OR,Oregon,PV,472.52,megawatthours,ipp-non-chp,60496,"Adapture Renewables, Inc.",IPCO,Idaho Power Company,OP,2.8,2020-01,-118.204075|44.465334,12767,41001950100,-118.204075,44.465334
2020-10,61854,Baker City Solar,SUN,Solar,OR,Oregon,PV,2470.78,megawatthours,ipp-non-chp,60496,"Adapture Renewables, Inc.",IPCO,Idaho Power Company,OP,15,2020-02,-117.763482|44.702418,12628,41001950300,-117.763482,44.702418
2020-10,61855,Morgan Solar Center,SUN,Solar,OR,Oregon,PV,559.65,megawatthours,ipp-non-chp,60496,"Adapture Renewables, Inc.",IPCO,Idaho Power Company,OP,3,2020-05,-117.07478|43.951376,13305,41045970500,-117.07478,43.951376
2020-10,61856,Vale Solar Center,SUN,Solar,OR,Oregon,PV,591.25,megawatthours,ipp-non-chp,60496,"Adapture Renewables, Inc.",IPCO,Idaho Power Company,OP,3,2020-08,-117.44434|44.157874,12679,41045970900,-117.44434,44.157874
2020-10,61860,Ontario Solar Center,SUN,Solar,OR,Oregon,PV,582.37,megawatthours,ipp-non-chp,60496,"Adapture Renewables, Inc.",IPCO,Idaho Power Company,OP,3,2020-05,-117.028093|44.112841,12679,41045970900,-117.028093,44.112841
2020-02,62169,Boring Solar LLC,SUN,Solar,OR,Oregon,PV,254.1,megawatthours,ipp-non-chp,61705,Boring Solar LLC,PGE,Portland General Electric Company,OP,2.2,2019-04,-122.285|45.431,13279,41005023401,-122.285,45.431
2019-01,62170,Ballston Solar LLC,SUN,Solar,OR,Oregon,PV,167.92,megawatthours,ipp-non-chp,61703,Ballston Solar LLC,PGE,Portland General Electric Company,OP,2.2,2018-12,-123.395|45.077,12721,41071030501,-123.395,45.077
2019-01,62171,Labish Solar LLC,SUN,Solar,OR,Oregon,PV,179.26,megawatthours,ipp-non-chp,61704,Labish Solar LLC,PGE,Portland General Electric Company,OP,2.2,2018-12,-122.922|45.023,13389,41047002502,-122.922,45.023
2019-02,62241,NorWest Energy 9 LLC,SUN,Solar,OR,Oregon,PV,614.34,megawatthours,ipp-non-chp,61494,Radian Generation,PACW,PacifiCorp - West,OP,8,2018-09,-119.343|45.917,13178,41059950900,-119.343,45.917
2018-01,62268,"NorWest Energy 4, LLC",SUN,Solar,OR,Oregon,PV,1.02,megawatthours,ipp-non-chp,61494,Radian Generation,PACW,PacifiCorp - West,OP,5.6,2019-01,-121.614|42.695,12736,41035970200,-121.614,42.695
2019-02,62272,Bly Solar Center,SUN,Solar,OR,Oregon,PV,964.44,megawatthours,ipp-non-chp,60888,"GCL New Energy, Inc.",PACW,PacifiCorp - West,OP,8,2018-12,-121.024494|42.392193,12788,41035970500,-121.024494,42.392193
2020-02,62560,Airport Solar,SUN,Solar,OR,Oregon,PV,7535,megawatthours,ipp-non-chp,62051,Airport Solar LLC,PACW,PacifiCorp - West,OP,47.3,2019-12,-120.402317|42.170176,12745,41037960200,-120.402317,42.170176
2020-02,63206,Rafael Solar,SUN,Solar,OR,Oregon,PV,251.11,megawatthours,ipp-non-chp,62989,Rafael Solar LLC,PGE,Portland General Electric Company,OP,2.2,2019-10,-123.007913|44.859838,13130,41047002700,-123.007913,44.859838
2020-02,63207,Case Creek Solar,SUN,Solar,OR,Oregon,PV,249.12,megawatthours,ipp-non-chp,62990,Case Creek Solar LLC,PGE,Portland General Electric Company,OP,2.2,2019-10,-122.912|45.172,13175,41047010303,-122.912,45.172
2020-02,63208,Kale Patch Solar,SUN,Solar,OR,Oregon,PV,253.96,megawatthours,ipp-non-chp,62991,Kale Patch Solar LLC,PGE,Portland General Electric Company,OP,2.2,2019-10,-122.904|45.083,13175,41047010303,-122.904,45.083
2020-11,63235,O'Neill Creek Solar,SUN,Solar,OR,Oregon,PV,143.39,megawatthours,ipp-non-chp,62992,O'Neill Creek Solar LLC,PGE,Portland General Electric Company,OP,2.2,2019-11,-123.129|45.472,12616,41067033000,-123.129,45.472
2020-11,63301,Garrett Solar,SUN,Solar,OR,Oregon,PV,919.78,megawatthours,ipp-non-chp,63065,SOLV Inc.,PACW,PacifiCorp - West,OP,10,2019-12,-120.4|42.16,12745,41037960200,-120.4,42.16
2020-10,63330,"Duus Solar, LLC",SUN,Solar,OR,Oregon,PV,1447.39,megawatthours,ipp-non-chp,62627,Alchemy Renewable Energy,PGE,Portland General Electric Company,OP,10,2020-02,-122.35|45.35,12999,41005023500,-122.35,45.35
2020-10,63331,"Firwood Solar, LLC",SUN,Solar,OR,Oregon,PV,1496.22,megawatthours,ipp-non-chp,62627,Alchemy Renewable Energy,PGE,Portland General Electric Company,OP,10,2020-02,-122.25|45.35,12999,41005023500,-122.25,45.35
2020-10,63344,Starvation,SUN,Solar,OR,Oregon,PV,1872.93,megawatthours,ipp-non-chp,63121,"Starvation Solar I, LLC",BPAT,Bonneville Power Administration,OP,9.9,2019-12,-119.14852|43.50222,13274,41025960200,-119.14852,43.50222
2020-10,63442,Tickle Creek Solar,SUN,Solar,OR,Oregon,PV,236.18,megawatthours,ipp-non-chp,63185,Neighborhood Power Corp.,PGE,Portland General Electric Company,OP,1.9,2019-12,-122.265|45.375,12999,41005023500,-122.265,45.375
2020-10,63443,Thomas Creek Solar,SUN,Solar,OR,Oregon,PV,294.06,megawatthours,ipp-non-chp,63185,Neighborhood Power Corp.,PGE,Portland General Electric Company,OP,2.2,2019-11,-122.619475|45.131407,13007,41005023800,-122.619475,45.131407
2020-10,63456,St Louis Solar,SUN,Solar,OR,Oregon,PV,284.9,megawatthours,ipp-non-chp,63185,Neighborhood Power Corp.,PGE,Portland General Electric Company,OP,2.2,2020-03,-122.9361|45.11994,13175,41047010303,-122.9361,45.11994
2020-12,63462,Pika Solar,SUN,Solar,OR,Oregon,PV,119,megawatthours,ipp-non-chp,63202,"Pika Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2020-12,-122.7705|45.089244,13140,41047010400,-122.7705,45.089244
2020-10,63464,Brush Creek Solar,SUN,Solar,OR,Oregon,PV,256.78,megawatthours,ipp-non-chp,63205,"Brush Creek Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2020-05,-122.813127|44.984217,12881,41047010503,-122.813127,44.984217
2020-12,63465,Minke Solar,SUN,Solar,OR,Oregon,PV,121,megawatthours,ipp-non-chp,63206,"Minke Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2020-12,-122.622665|45.172332,13007,41005023800,-122.622665,45.172332
2020-10,63466,Drift Creek Solar,SUN,Solar,OR,Oregon,PV,268.79,megawatthours,ipp-non-chp,63207,"Drift Creek Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2020-05,-122.803509|44.970572,12881,41047010503,-122.803509,44.970572
2020-12,63467,Bighorn Solar,SUN,Solar,OR,Oregon,PV,19,megawatthours,ipp-non-chp,63208,"Bighorn Solar, LLC",PGE,Portland General Electric Company,OP,2.2,2020-12,-122.954234|44.965702,13096,41047001603,-122.954234,44.965702
2020-10,63636,Fort Rock I,SUN,Solar,OR,Oregon,PV,1911.53,megawatthours,ipp-non-chp,63339,"Fort Rock Solar I, LLC",BPAT,Bonneville Power Administration,OP,9.9,2020-03,-121.003496|43.320081,12626,41037960100,-121.003496,43.320081
2020-10,63642,Dunn Road Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,,,,,,,,,|,,,,
2020-10,63663,Mt Hope Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,,,,,,,,,|,,,,
2020-10,63664,Williams Acres Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,,,,,,,,,|,,,,
2020-10,63665,River Valley Solar,SUN,Solar,OR,Oregon,PV,0,megawatthours,,,,,,,,,|,,,,
2020-10,63778,"Suntex Solar, LLC",SUN,Solar,OR,Oregon,PV,1994.01,megawatthours,ipp-non-chp,63459,"Suntex Solar, LLC",BPAT,Bonneville Power Administration,OP,10,2020-07,-119.68621|43.56149,13253,41025960100,-119.68621,43.56149
2020-10,63779,"Rock Garden Solar, LLC",SUN,Solar,OR,Oregon,PV,1808.31,megawatthours,ipp-non-chp,63460,"Rock Garden, LLC",BPAT,Bonneville Power Administration,OP,10,2020-06,-120.93038|43.39691,12626,41037960100,-120.93038,43.39691
2020-10,63795,"Alkali Solar, LLC",SUN,Solar,OR,Oregon,PV,1991.71,megawatthours,ipp-non-chp,63468,"Alkali Solar, LLC",BPAT,Bonneville Power Administration,OP,10,2020-06,-121.0035|43.31942,12626,41037960100,-121.0035,43.31942
2020-10,63796,"West Hines Solar I, LLC",SUN,Solar,OR,Oregon,PV,1909.01,megawatthours,ipp-non-chp,63469,"West Hines Solar I, LLC",BPAT,Bonneville Power Administration,OP,10,2020-06,-119.14713|43.50259,13274,41025960200,-119.14713,43.50259
2020-10,63908,SulusSolar17,SUN,Solar,OR,Oregon,PV,396.15,megawatthours,ipp-non-chp,63573,SulusSolar17,PGE,Portland General Electric Company,OP,3.1,2020-06,-122.433515|45.34891,13010,41005023100,-122.433515,45.34891
2020-10,63925,Riley,SUN,Solar,OR,Oregon,PV,1994.17,megawatthours,ipp-non-chp,63592,Riley Solar I LLC,BPAT,Bonneville Power Administration,OP,10,2020-07,-119.6852|43.5559,13253,41025960100,-119.6852,43.5559
2020-10,63926,Fort Rock IV,SUN,Solar,OR,Oregon,PV,1800.65,megawatthours,ipp-non-chp,63593,Fort Rock Solar IV LLC,BPAT,Bonneville Power Administration,OP,10,2020-06,-120.956087|43.38988,12626,41037960100,-120.956087,43.38988
2020-11,63956,"Palmer Creek Solar, LLC",SUN,Solar,OR,Oregon,PV,169.27,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,PGE,Portland General Electric Company,OP,2.3,2020-11,-123.10175|45.18484,13219,41071030900,-123.10175,45.18484
2020-10,63957,"Day Hill Solar, LLC",SUN,Solar,OR,Oregon,PV,103.16,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,PGE,Portland General Electric Company,OP,2.3,2020-10,-122.32942|45.26866,13292,41005023600,-122.32942,45.26866
2020-12,63958,"SSD Marion 3, LLC",SUN,Solar,OR,Oregon,PV,61,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.938|44.985,13096,41047001603,-122.938,44.985
2020-12,63959,"SSD Marion 5, LLC",SUN,Solar,OR,Oregon,PV,166,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.793791|45.11601,13140,41047010400,-122.793791,45.11601
2020-12,63960,"SSD Marion 6, LLC",SUN,Solar,OR,Oregon,PV,76,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.806|45.254,13268,41047010201,-122.806,45.254
2020-12,63961,"SSD Clackamas 1, LLC",SUN,Solar,OR,Oregon,PV,68,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,4,2020-12,-122.333|45.42,13279,41005023401,-122.333,45.42
2020-12,63962,"SSD Clackamas 4, LLC",SUN,Solar,OR,Oregon,PV,49,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.662|45.102,13007,41005023800,-122.662,45.102
2020-12,63963,"SSD Clackamas 7, LLC",SUN,Solar,OR,Oregon,PV,27,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.591|45.182,13007,41005023800,-122.591,45.182
2020-12,63964,"SSD Marion 1, LLC",SUN,Solar,OR,Oregon,PV,406,megawatthours,ipp-non-chp,63623,"Thor Solar 1 CEI, LLC",PGE,Portland General Electric Company,OP,2,2020-12,-122.904499|45.139507,13175,41047010303,-122.904499,45.139507
2020-10,63969,SulusSolar35,SUN,Solar,OR,Oregon,PV,346.54,megawatthours,ipp-non-chp,63624,SulusSolar35,PGE,Portland General Electric Company,OP,3,2020-07,-122.649655|45.140551,13007,41005023800,-122.649655,45.140551
2020-10,64007,SulusSolar28,SUN,Solar,OR,Oregon,PV,273.17,megawatthours,ipp-non-chp,63656,SulusSolar28,PGE,Portland General Electric Company,OP,3,2020-10,-123.52|45.1,13042,41071030502,-123.52,45.1
2020-11,64033,GreenparkSolar,SUN,Solar,OR,Oregon,PV,83.53,megawatthours,ipp-non-chp,63671,GreenparkSolar,PGE,Portland General Electric Company,OP,1.3,2020-11,-122.937451|44.879414,13130,41047002700,-122.937451,44.879414
2020-10,64034,SulusSolar25,SUN,Solar,OR,Oregon,PV,111.06,megawatthours,ipp-non-chp,63670,SulusSolar25,PGE,Portland General Electric Company,OP,2.2,2020-10,-122.82|45.27,13268,41047010201,-122.82,45.27
2020-12,64048,SulusSolar29,SUN,Solar,OR,Oregon,PV,198,megawatthours,ipp-non-chp,63688,SulusSolar29,PGE,Portland General Electric Company,OP,2.6,2020-12,-122.29|45.46,13279,41005023401,-122.29,45.46
2013-05,57197,Blue Wing Solar Energy Generation,SUN,Solar,TX,Texas,PV,2428.45,megawatthours,ipp-non-chp,56565,TX Solar I LLC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,13.9,2010-11,-98.400339|29.304177,15402,48029141700,-98.400339,29.304177
2013-05,57699,Webberville Solar Project,SUN,Solar,TX,Texas,PV,6152,megawatthours,ipp-non-chp,57021,FRV AE Solar LLC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30,2011-12,-97.508812|30.238492,18396,48453002210,-97.508812,30.238492
2013-04,58009,SunE CPS3 LLC,SUN,Solar,TX,Texas,PV,1828.23,megawatthours,ipp-non-chp,57386,SunE CPS3 LLC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,10.6,2012-05,-98.669167|29.221944,16997,48029162003,-98.669167,29.221944
2013-04,58013,IKEA Round Rock 027,SUN,Solar,TX,Texas,PV,199.27,megawatthours,commercial-non-chp,57389,IKEA Property Inc,ERCO,"Electric Reliability Council of Texas, Inc.",OP,1.4,2012-09,-97.690286|30.557044,14716,48491021507,-97.690286,30.557044
2013-04,58027,SunE CPS2 LLC,SUN,Solar,TX,Texas,PV,1677.57,megawatthours,ipp-non-chp,57403,SunE CPS2 LLC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,10,2012-05,-98.418333|29.245,17034,48029152201,-98.418333,29.245
2013-04,58068,SunE CPS1 LLC,SUN,Solar,TX,Texas,PV,1586.28,megawatthours,ipp-non-chp,57419,SunE CPS1 LLC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,10,2012-05,-98.418333|29.245,17034,48029152201,-98.418333,29.245
2014-04,58488,"Bryan Solar, LLC",SUN,Solar,TX,Texas,PV,1047.96,megawatthours,ipp-non-chp,58473,"NVT LICENSES, LLC",ERCO,"Electric Reliability Council of Texas, Inc.",OP,10,2013-06,-104.3|29.6,14054,48377950200,-104.3,29.6
2014-06,58537,OCI Alamo Solar I,SUN,Solar,TX,Texas,PV,8103,megawatthours,ipp-non-chp,58489,OCI Solar Power,ERCO,"Electric Reliability Council of Texas, Inc.",OP,40.7,2013-12,-98.444722|29.271667,14856,48029151900,-98.444722,29.271667
2016-04,58710,Barilla Solar,SUN,Solar,TX,Texas,PV,6137,megawatthours,ipp-non-chp,59745,First Solar Asset Management,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.2,2015-06,-103.35|30.96,16023,48371950500,-103.35,30.96
2014-04,58716,"OCI Alamo 2, LLC",SUN,Solar,TX,Texas,PV,321.88,megawatthours,ipp-non-chp,58489,OCI Solar Power,ERCO,"Electric Reliability Council of Texas, Inc.",OP,4.4,2014-03,-98.331944|29.469444,14083,48029131614,-98.331944,29.469444
2016-04,58717,"OCI Alamo 4, LLC",SUN,Solar,TX,Texas,PV,7219,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,ERCO,"Electric Reliability Council of Texas, Inc.",OP,39.6,2014-08,-100.383889|29.328889,16029,48271950100,-100.383889,29.328889
2015-06,59204,OCI Alamo 3 LLC,SUN,Solar,TX,Texas,PV,1098.2,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,ERCO,"Electric Reliability Council of Texas, Inc.",OP,5.5,2015-01,-98.297222|29.479167,17453,48029131606,-98.297222,29.479167
2017-02,59205,OCI Alamo 5 LLC,SUN,Solar,TX,Texas,PV,16103.61,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,ERCO,"Electric Reliability Council of Texas, Inc.",OP,100,2015-12,-99.716111|29.216667,13411,48463950200,-99.716111,29.216667
2017-02,59206,Alamo 6,SUN,Solar,TX,Texas,PV,17588,megawatthours,ipp-non-chp,59359,"BHE Renewables, LLC",ERCO,"Electric Reliability Council of Texas, Inc.",OP,105,2017-03,-102.270833|30.993056,13658,48371950100,-102.270833,30.993056
2017-02,59207,OCI Alamo 7 LLC,SUN,Solar,TX,Texas,PV,19976.48,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,ERCO,"Electric Reliability Council of Texas, Inc.",OP,100,2016-08,-99.5525|33.04,18046,48207950300,-99.5525,33.04
2015-01,59407,Newman Solar,SUN,Solar,TX,Texas,PV,1337.91,megawatthours,ipp-non-chp,59180,Newman Solar LLC,EPE,El Paso Electric Company,OP,10.5,2014-12,-106.4275|31.978333,14595,48141010210,-106.4275,31.978333
2017-02,59994,RE Roserock,SUN,Solar,TX,Texas,PV,29280,megawatthours,ipp-non-chp,17650,Southern Power Co,ERCO,"Electric Reliability Council of Texas, Inc.",OP,160,2016-11,-103.306662|30.960209,16023,48371950500,-103.306662,30.960209
