period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units,sector,entityid,entityName,balancing_authority_code,balancing.authority.name,status,gen_cap,operating.year.month,geometry,intersection,geoid,long,lat
2013-03,56862,Bolthouse S&P and Rowen Farms Solar,SUN,Solar,CA,California,PV,255.65,megawatthours,ipp-non-chp,56105,MMA WBF Power LP,CISO,California Independent System Operator,OP,1.2,2008-11,-117.6933|34.5644,4553,06037900102,-117.6933,34.5644
2013-03,56875,Sacramento Soleil LLC,SUN,Solar,CA,California,PV,112.15,megawatthours,ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",BANC,Balancing Authority of Northern California,OP,1,2008-08,-121.16469|38.44979,6603,06067008600,-121.16469,38.44979
2013-04,56909,Gap Pacific Distribution Center,SUN,Solar,CA,California,PV,140.86,megawatthours,commercial-non-chp,56113,MMA GDC Power LP,CISO,California Independent System Operator,OP,1.2,2008-10,-119.7094|36.7839,8455,06019003104,-119.7094,36.7839
2014-03,56917,"Imperial Valley Solar, LLC",SUN,Solar,CA,California,PV,53283,megawatthours,ipp-non-chp,56167,"Imperial Valley Solar, LLC",CISO,California Independent System Operator,OP,199.9,2013-11,-115.587265|32.671099,9094,06025011900,-115.587265,32.671099
2013-04,56939,NRG Solar Blythe LLC,SUN,Solar,CA,California,PV,3210.92,megawatthours,ipp-non-chp,59399,NRG Solar Blythe,CISO,California Independent System Operator,OP,21,2009-12,-114.7444|33.5917,2361,06065046900,-114.7444,33.5917
2013-05,56996,Solar Photovoltaic Project #02,SUN,Solar,CA,California,PV,72.6,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1,2009-12,-117.700826|33.985244,2230,06071000504,-117.700826,33.985244
2013-04,57004,SunEdison Walgreens Moreno Valley,SUN,Solar,CA,California,PV,123.37,megawatthours,ipp-non-chp,56294,SunE WG113 Moreno Valley LLC,CISO,California Independent System Operator,OP,1,2007-09,-117.23|33.8672,1830,06065042507,-117.23,33.8672
2013-04,57005,Mariani Packing Vacaville Solar,SUN,Solar,CA,California,PV,142.45,megawatthours,ipp-non-chp,56431,SunE U6 Holdings LLC,CISO,California Independent System Operator,OP,1,2008-11,-121.96366|38.40008,9077,06095253206,-121.96366,38.40008
2013-04,57006,Walgreens Woodland Distribution Center,SUN,Solar,CA,California,PV,102.68,megawatthours,ipp-non-chp,56296,SunE WG45 Woodland LLC,CISO,California Independent System Operator,OP,1,2007-08,-121.713362|38.674894,9120,06113011206,-121.713362,38.674894
2013-04,57007,SunEdison Ironwood State Prison,SUN,Solar,CA,California,PV,150.7,megawatthours,ipp-non-chp,56297,SunE CPA CDC2 LLC,CISO,California Independent System Operator,OP,1,2008-05,-114.917979|33.567268,2361,06065046900,-114.917979,33.567268
2013-04,57008,SunEdison Procter & Gamble Oxnard,SUN,Solar,CA,California,PV,122.24,megawatthours,ipp-non-chp,56431,SunE U6 Holdings LLC,CISO,California Independent System Operator,OP,1,2009-10,-119.13|34.2089,5486,06111004902,-119.13,34.2089
2013-04,57009,Kohls San Bernardino Solar Facility,SUN,Solar,CA,California,PV,117.18,megawatthours,ipp-non-chp,56300,SunE KHL55 San Bernardino LLC,CISO,California Independent System Operator,OP,1,2007-11,-117.266831|34.094695,4043,06071980100,-117.266831,34.094695
2013-04,57010,SunEdison Anheuser Busch Fairfield,SUN,Solar,CA,California,PV,146.38,megawatthours,ipp-non-chp,56434,SunE M5 Holdings LLC,CISO,California Independent System Operator,OP,1,2008-12,-122.092706|38.232108,8011,06095252305,-122.092706,38.232108
2013-04,57011,Chuckawalla Valley State Prison,SUN,Solar,CA,California,PV,137.13,megawatthours,ipp-non-chp,56302,SunE CPA CDC1 LLC,CISO,California Independent System Operator,OP,1,2006-06,-114.903629|33.565329,1904,06065981000,-114.903629,33.565329
2013-04,57012,SunEdison Walmart Apple Valley DC,SUN,Solar,CA,California,PV,174.18,megawatthours,ipp-non-chp,56434,SunE M5 Holdings LLC,CISO,California Independent System Operator,OP,1,2009-03,-117.2|34.5975,8026,06071012101,-117.2,34.5975
2013-05,57041,Vaca Dixon Solar Station,SUN,Solar,CA,California,PV,352.3,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,2,2009-12,-121.9264|38.4106,8178,06095252904,-121.9264,38.4106
2013-04,57217,Solar Photovoltaic Project #03,SUN,Solar,CA,California,PV,45.36,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1,2011-03,-117.400113|34.094279,3553,06071003510,-117.400113,34.094279
2013-04,57219,Solar Photovoltaic Project #05,SUN,Solar,CA,California,PV,239.09,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2.5,2012-11,-117.230571|34.086276,4419,06071007800,-117.230571,34.086276
2013-04,57220,Solar Photovoltaic Project #06,SUN,Solar,CA,California,PV,233.43,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2,2011-08,-117.573055|34.041389,6425,06071012700,-117.573055,34.041389
2013-04,57221,Solar Photovoltaic Project #07,SUN,Solar,CA,California,PV,243.47,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2.5,2012-11,-117.2275|34.086111,4419,06071007800,-117.2275,34.086111
2013-04,57222,Solar Photovoltaic Project #08,SUN,Solar,CA,California,PV,232.63,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2,2011-08,-117.565|34.041944,6425,06071012700,-117.565,34.041944
2013-04,57223,Solar Photovoltaic Project #09,SUN,Solar,CA,California,PV,123.63,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1,2011-08,-117.571666|34.042778,6425,06071012700,-117.571666,34.042778
2013-04,57224,Solar Photovoltaic Project #10,SUN,Solar,CA,California,PV,201.78,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1.5,2013-01,-117.516944|34.075,6246,06071002204,-117.516944,34.075
2015-05,57225,Solar Photovoltaic Project #11,SUN,Solar,CA,California,PV,679.38,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,3.5,2015-02,-117.241388|34.075833,4419,06071007800,-117.241388,34.075833
2013-04,57226,Solar Photovoltaic Project #12,SUN,Solar,CA,California,PV,36.31,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,0.5,2011-08,-117.561666|34.042222,6425,06071012700,-117.561666,34.042222
2015-05,57227,Solar Photovoltaic Project #13,SUN,Solar,CA,California,PV,699.34,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,3.5,2015-02,-117.23557|34.083499,4419,06071007800,-117.23557,34.083499
2013-04,57229,Solar Photovoltaic Project #15,SUN,Solar,CA,California,PV,113.39,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,3.5,2013-01,-117.516666|34.079167,6246,06071002204,-117.516666,34.079167
2015-05,57230,Solar Photovoltaic Project #16,SUN,Solar,CA,California,PV,266.03,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1.5,2015-02,-117.233611|34.085556,4419,06071007800,-117.233611,34.085556
2015-05,57231,Solar Photovoltaic Project #17,SUN,Solar,CA,California,PV,593.7,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,3.5,2015-01,-117.503333|34.072778,6246,06071002204,-117.503333,34.072778
2013-04,57232,Solar Photovoltaic Project #18,SUN,Solar,CA,California,PV,189.74,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1.5,2012-11,-117.516388|34.083333,6246,06071002204,-117.516388,34.083333
2013-04,57236,Solar Photovoltaic Project #23,SUN,Solar,CA,California,PV,362.59,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2.5,2013-01,-117.520277|34.080833,6246,06071002204,-117.520277,34.080833
2013-04,57237,Solar Photovoltaic Project #22,SUN,Solar,CA,California,PV,241.88,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2,2011-08,-117.2114|34.08,4419,06071007800,-117.2114,34.08
2015-05,57245,Solar Photovoltaic Project #26,SUN,Solar,CA,California,PV,1134.63,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,6,2015-02,-117.425324|34.131214,1969,06071002306,-117.425324,34.131214
2015-05,57246,Solar Photovoltaic Project #27,SUN,Solar,CA,California,PV,338.96,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,2,2015-02,-117.421666|34.131111,1969,06071002306,-117.421666,34.131111
2015-05,57247,Solar Photovoltaic Project #28,SUN,Solar,CA,California,PV,677.5,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,3.5,2015-02,-117.274166|34.094167,6742,06071006500,-117.274166,34.094167
2013-04,57254,Victor Valley CC CPV Solar,SUN,Solar,CA,California,PV,147.38,megawatthours,commercial-non-chp,56618,Victor Valley Community College District,CISO,California Independent System Operator,OP,1,2010-06,-117.257938|34.48017,4567,06071010004,-117.257938,34.48017
2013-04,57295,Alpine Solar,SUN,Solar,CA,California,PV,16115,megawatthours,ipp-non-chp,59397,NRG Solar Alpine,CISO,California Independent System Operator,OP,66,2013-02,-118.5047|34.7892,7484,06037901209,-118.5047,34.7892
2013-04,57305,Adelanto Solar Project,SUN,Solar,CA,California,PV,1406.85,megawatthours,electric-utility,11208,Los Angeles Department of Water & Power,LDWP,Los Angeles Department of Water and Power,OP,10,2012-06,-117.435277|34.550833,6101,06071009117,-117.435277,34.550833
2013-04,57306,Pine Tree Solar Project,SUN,Solar,CA,California,PV,955.33,megawatthours,electric-utility,11208,Los Angeles Department of Water & Power,LDWP,Los Angeles Department of Water and Power,OP,8.5,2013-03,-118.1957|35.229635,3403,06029006004,-118.1957,35.229635
2017-11,57308,Maclay Solar Project,SUN,Solar,CA,California,PV,240.95,megawatthours,electric-utility,11208,Los Angeles Department of Water & Power,LDWP,Los Angeles Department of Water and Power,OP,2.2,2017-04,-118.430833|34.319722,7177,06037106020,-118.430833,34.319722
2013-04,57309,Pacific Cruise Ship Terminals Berth 93,SUN,Solar,CA,California,PV,106.74,megawatthours,commercial-non-chp,11208,Los Angeles Department of Water & Power,LDWP,Los Angeles Department of Water and Power,OP,1.1,2010-09,-118.27722|33.7331,4657,06037980031,-118.27722,33.7331
2013-04,57310,1420 Coil Av #C,SUN,Solar,CA,California,PV,101.62,megawatthours,commercial-non-chp,57320,Konoike Pacific,LDWP,Los Angeles Department of Water and Power,OP,1.3,2011-03,-118.241405|33.794283,7721,06037294120,-118.241405,33.794283
2013-04,57311,Occidental College Solar Project,SUN,Solar,CA,California,PV,106.06,megawatthours,commercial-non-chp,11208,Los Angeles Department of Water & Power,LDWP,Los Angeles Department of Water and Power,OP,1,2013-02,-118.206903|34.1283,2935,06037181600,-118.206903,34.1283
2013-04,57313,Metro Support Services Center Solar,SUN,Solar,CA,California,PV,88.12,megawatthours,commercial-non-chp,57275,Metropolitan Transportation Authority,LDWP,Los Angeles Department of Water and Power,OP,1.2,2005-04,-118.229722|34.0578,2672,06037206020,-118.229722,34.0578
2013-04,57314,Los Angeles Harbor College,SUN,Solar,CA,California,PV,219.8,megawatthours,commercial-non-chp,57276,Los Angeles Community College District,LDWP,Los Angeles Department of Water and Power,OP,1.2,2010-10,-118.28493|33.783102,9192,06037980015,-118.28493,33.783102
2019-01,57340,Panoche Valley Solar Farm,SUN,Solar,CA,California,PV,16691,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,CISO,California Independent System Operator,OP,140,2018-01,-120.879|36.627,7828,06069000802,-120.879,36.627
2013-05,57359,Avenal Park,SUN,Solar,CA,California,PV,999.41,megawatthours,ipp-non-chp,56700,Avenal Solar Holdings LLC,CISO,California Independent System Operator,OP,6,2011-08,-120.11|35.989722,7362,06031001701,-120.11,35.989722
2013-05,57360,Sun City Project LLC,SUN,Solar,CA,California,PV,3315.51,megawatthours,ipp-non-chp,56700,Avenal Solar Holdings LLC,CISO,California Independent System Operator,OP,20,2011-08,-120.110277|35.983056,7362,06031001701,-120.110277,35.983056
2013-04,57361,Sand Drag LLC,SUN,Solar,CA,California,PV,2814.49,megawatthours,ipp-non-chp,56700,Avenal Solar Holdings LLC,CISO,California Independent System Operator,OP,19,2011-08,-120.110277|35.982778,7362,06031001701,-120.110277,35.982778
2015-05,57378,AV Solar Ranch One,SUN,Solar,CA,California,PV,64774,megawatthours,ipp-non-chp,56722,AV Solar Ranch 1 LLC,CISO,California Independent System Operator,OP,253,2014-08,-118.42444|34.780278,7484,06037901209,-118.42444,34.780278
2013-04,57422,Yolo County Solar Project,SUN,Solar,CA,California,PV,135.74,megawatthours,commercial-non-chp,56751,Yolo County of,CISO,California Independent System Operator,OP,1,2010-12,-121.7294|38.659722,9120,06113011206,-121.7294,38.659722
2013-04,57439,California Valley Solar Ranch,SUN,Solar,CA,California,PV,28133,megawatthours,ipp-non-chp,56762,"NRG Renew Operation & Maintenance, LLC",CISO,California Independent System Operator,OP,249.8,2013-10,-119.91663|35.323739,2081,06079012702,-119.91663,35.323739
2013-04,57441,Solar Photovoltaic Project #42,SUN,Solar,CA,California,PV,625.94,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,5,2012-11,-119.074722|36.028056,6105,06107003400,-119.074722,36.028056
2013-04,57455,NRG Solar Borrego I,SUN,Solar,CA,California,PV,6635,megawatthours,ipp-non-chp,57271,NRG Solar Borrego I,CISO,California Independent System Operator,OP,26,2013-02,-116.35083|33.298889,3549,06073021000,-116.35083,33.298889
2013-04,57490,Imperial Solar Energy Center South,SUN,Solar,CA,California,PV,1434.34,megawatthours,ipp-non-chp,56819,CSOLAR IV South LLC,CISO,California Independent System Operator,OP,128.9,2013-11,-115.658284|32.663289,9094,06025011900,-115.658284,32.663289
2016-04,57491,Imperial Solar Energy Center West,SUN,Solar,CA,California,PV,34467,megawatthours,ipp-non-chp,57260,CSOLAR IV West LLC,CISO,California Independent System Operator,OP,148.7,2016-04,-115.779311|32.772225,8844,06025012301,-115.779311,32.772225
2013-04,57497,Stroud Solar Station,SUN,Solar,CA,California,PV,2988.27,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,20,2011-09,-120.106944|36.531389,8900,06019008200,-120.106944,36.531389
2013-04,57498,Five Points Solar Station,SUN,Solar,CA,California,PV,1884.62,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,15,2011-09,-120.103333|36.400278,7148,06019007802,-120.103333,36.400278
2013-04,57499,Westside Solar Station,SUN,Solar,CA,California,PV,2170.85,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,15,2011-08,-120.124898|36.378726,7148,06019007802,-120.124898,36.378726
2013-04,57506,FRV SI Transport Solar LP,SUN,Solar,CA,California,PV,125.89,megawatthours,ipp-non-chp,56827,FRV SI Transport Solar LP,CISO,California Independent System Operator,OP,1,2010-08,-121.3911|38.4869,2292,06067005102,-121.3911,38.4869
2013-04,57521,Giffen,SUN,Solar,CA,California,PV,1596.12,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,10,2012-06,-120.316111|36.530278,8900,06019008200,-120.316111,36.530278
2013-04,57522,Cantua Solar Station,SUN,Solar,CA,California,PV,3203.87,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,20,2012-06,-120.343543|36.425085,2690,06019007902,-120.343543,36.425085
2013-04,57523,Huron Solar Station,SUN,Solar,CA,California,PV,2995.85,megawatthours,electric-utility,14328,Pacific Gas & Electric Co.,CISO,California Independent System Operator,OP,20,2012-06,-120.030555|36.181389,9114,06019007801,-120.030555,36.181389
2015-05,57534,Solar Photovoltaic Project #32,SUN,Solar,CA,California,PV,259.76,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1.5,2015-02,-117.571944|34.031667,6425,06071012700,-117.571944,34.031667
2015-06,57535,Solar Photovoltaic Project #33,SUN,Solar,CA,California,PV,175.41,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,1,2015-01,-117.569166|34.0325,6425,06071012700,-117.569166,34.0325
2015-06,57540,Solar Photovoltaic Project #44,SUN,Solar,CA,California,PV,1496.11,megawatthours,electric-utility,17609,Southern California Edison Co,CISO,California Independent System Operator,OP,8,2015-02,-117.220833|33.839167,9475,06065042620,-117.220833,33.839167
2013-04,57559,Sunset Reservoir North Basin,SUN,Solar,CA,California,PV,171.72,megawatthours,ipp-non-chp,56902,"RE SFCity1, LP",CISO,California Independent System Operator,OP,4.5,2010-09,-122.481758|37.750894,3168,06075032802,-122.481758,37.750894
2013-04,57579,Robert O Schulz Solar Farm,SUN,Solar,CA,California,PV,203.97,megawatthours,electric-utility,17573,South San Joaquin Irr District,CISO,California Independent System Operator,OP,1.3,2008-05,-120.8917|37.8583,6876,06099000101,-120.8917,37.8583
2018-01,57580,Broadridge Cogen,SUN,Solar,CA,California,PV,0,megawatthours,ipp-chp,56917,Broadridge Customer Communications,CISO,California Independent System Operator,OP,0.8,2011-12,-121.0564|38.6183,4086,06017030704,-121.0564,38.6183
2015-06,57650,Regulus Solar Project,SUN,Solar,CA,California,PV,18966,megawatthours,ipp-non-chp,56980,"Regulus Solar, LLC",CISO,California Independent System Operator,OP,60,2014-11,-118.851944|35.3,3803,06029006202,-118.851944,35.3
2014-06,57651,FRV Cygnus Solar Project,SUN,Solar,CA,California,PV,5246.9,megawatthours,ipp-non-chp,17650,Southern Power Co,CISO,California Independent System Operator,OP,20,2014-05,-118.954444|35.102778,3803,06029006202,-118.954444,35.102778
2013-04,57655,Bakersfield College Solar 01,SUN,Solar,CA,California,PV,77.01,megawatthours,commercial-non-chp,56982,Kern Community College District,CISO,California Independent System Operator,OP,1.1,2010-11,-118.96864|35.411817,3292,06029000800,-118.96864,35.411817
2013-04,57656,"Temescal Canyon RV, LLC",SUN,Solar,CA,California,PV,166.4,megawatthours,ipp-non-chp,56984,"Temescal Canyon RV, LLC",CISO,California Independent System Operator,OP,1.5,2011-05,-117.511667|33.826389,8625,06065041909,-117.511667,33.826389
2013-04,57669,SMUD at Grundman,SUN,Solar,CA,California,PV,3248.7,megawatthours,ipp-non-chp,56995,"Sacramento PV Energy, LLC",BANC,Balancing Authority of Northern California,OP,17,2011-12,-121.41278|38.364722,6802,06067009638,-121.41278,38.364722
2013-04,57670,SMUD at Van Conett,SUN,Solar,CA,California,PV,545.61,megawatthours,ipp-non-chp,56995,"Sacramento PV Energy, LLC",BANC,Balancing Authority of Northern California,OP,2.9,2011-12,-121.278888|38.253056,5446,06067009408,-121.278888,38.253056
2013-04,57671,SMUD at Fleshman,SUN,Solar,CA,California,PV,554.72,megawatthours,ipp-non-chp,56995,"Sacramento PV Energy, LLC",BANC,Balancing Authority of Northern California,OP,2.9,2011-12,-121.3375|38.237778,5807,06067009501,-121.3375,38.237778
2013-05,57682,City of Madera WWTP,SUN,Solar,CA,California,PV,189.73,megawatthours,ipp-non-chp,57006,"SunE GIL1, LLC",CISO,California Independent System Operator,OP,1.2,2009-09,-120.1572|36.9408,4613,06039000503,-120.1572,36.9408
2013-05,57683,"Staples La Mirada, CA",SUN,Solar,CA,California,PV,136.37,megawatthours,ipp-non-chp,57007,"SunE WF3-ST Holdings, LLC",CISO,California Independent System Operator,OP,1.1,2009-03,-118.0175|33.881667,8800,06037503902,-118.0175,33.881667
2013-05,57695,Topaz Solar Farm,SUN,Solar,CA,California,PV,31026,megawatthours,ipp-non-chp,59874,Topaz Solar Farms LLC,CISO,California Independent System Operator,OP,585.9,2013-04,-120.068611|35.405556,2081,06079012702,-120.068611,35.405556
2013-05,57697,Aerojet I,SUN,Solar,CA,California,PV,532.08,megawatthours,ipp-non-chp,60281,"Altus Power America Management, LLC",CISO,California Independent System Operator,OP,3,2009-12,-121.162879|38.613508,5470,06067008705,-121.162879,38.613508
2013-05,57698,Aerojet II,SUN,Solar,CA,California,PV,354.99,megawatthours,ipp-non-chp,60281,"Altus Power America Management, LLC",CISO,California Independent System Operator,OP,2.7,2010-06,-121.1703|38.6086,5470,06067008705,-121.1703,38.6086
2013-05,57708,Catalina Solar LLC,SUN,Solar,CA,California,PV,11317,megawatthours,ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",CISO,California Independent System Operator,OP,110,2012-12,-118.334492|34.938261,7885,06029005506,-118.334492,34.938261
2013-05,57722,North Palm Springs 4A,SUN,Solar,CA,California,PV,561.04,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,CISO,California Independent System Operator,OP,4,2012-10,-116.5625|33.909722,9261,06065044522,-116.5625,33.909722
2013-04,57743,North Palm Springs 1A,SUN,Solar,CA,California,PV,346.49,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,CISO,California Independent System Operator,OP,2.5,2012-04,-116.593333|33.924167,9261,06065044522,-116.593333,33.924167
2013-04,57753,SMUD at Lawrence,SUN,Solar,CA,California,PV,185.35,megawatthours,ipp-non-chp,56995,"Sacramento PV Energy, LLC",BANC,Balancing Authority of Northern California,OP,1,2011-12,-121.431342|38.338868,6802,06067009638,-121.431342,38.338868
2013-07,57764,Naval Air Weapons Station China Lake,SUN,Solar,CA,California,PV,2160.95,megawatthours,commercial-non-chp,57073,"Solar Star California XV, LLC",CISO,California Independent System Operator,OP,11.1,2012-09,-117.68137|35.68771,4705,06029005300,-117.68137,35.68771
2013-07,57773,Palo Verde College,SUN,Solar,CA,California,PV,199.96,megawatthours,commercial-non-chp,58315,SSA Solar of CA 2 LLC,CISO,California Independent System Operator,OP,1.2,2009-08,-114.651667|33.661667,2361,06065046900,-114.651667,33.661667
2013-07,57777,RE Dillard 1,SUN,Solar,CA,California,PV,711.38,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,3,2012-01,-121.181944|38.468611,6603,06067008600,-121.181944,38.468611
2013-07,57778,RE Kammerer 1,SUN,Solar,CA,California,PV,1179.51,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-01,-121.381101|38.365053,6802,06067009638,-121.381101,38.365053
2013-07,57779,RE Dillard 2,SUN,Solar,CA,California,PV,705.89,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,3,2012-01,-121.177778|38.466111,6603,06067008600,-121.177778,38.466111
2013-07,57780,RE Kammerer 2,SUN,Solar,CA,California,PV,1198.41,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-02,-121.381101|38.365053,6802,06067009638,-121.381101,38.365053
2013-07,57781,RE Dillard 3,SUN,Solar,CA,California,PV,691.22,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,3,2012-01,-121.180278|38.461944,6603,06067008600,-121.180278,38.461944
2013-07,57782,RE Kammerer 3,SUN,Solar,CA,California,PV,1185.9,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-02,-121.381101|38.365053,6802,06067009638,-121.381101,38.365053
2013-07,57783,RE Bruceville 1,SUN,Solar,CA,California,PV,1171.05,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-01,-121.412777|38.3475,6802,06067009638,-121.412777,38.3475
2013-07,57784,RE Bruceville 2,SUN,Solar,CA,California,PV,1175.64,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-02,-121.412777|38.3475,6802,06067009638,-121.412777,38.3475
2013-07,57785,RE Bruceville 3,SUN,Solar,CA,California,PV,1190.22,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-02,-121.412777|38.3475,6802,06067009638,-121.412777,38.3475
2013-04,57796,Golden Springs Building C-1,SUN,Solar,CA,California,PV,133.81,megawatthours,ipp-non-chp,57104,Golden Springs Development Company LLC,CISO,California Independent System Operator,OP,1.2,2012-02,-118.053611|33.914167,6359,06037504102,-118.053611,33.914167
2013-04,57797,Golden Springs Building D,SUN,Solar,CA,California,PV,144.85,megawatthours,ipp-non-chp,57104,Golden Springs Development Company LLC,CISO,California Independent System Operator,OP,1.3,2012-03,-118.052222|33.911944,6359,06037504102,-118.052222,33.911944
2014-06,57806,RE Dillard 4,SUN,Solar,CA,California,PV,93.55,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,0.4,2012-01,-121.180278|38.461944,6603,06067008600,-121.180278,38.461944
2013-04,57816,RE McKenzie 1,SUN,Solar,CA,California,PV,879.53,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57817,RE McKenzie 2,SUN,Solar,CA,California,PV,864.96,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57818,RE McKenzie 3,SUN,Solar,CA,California,PV,879.13,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57819,RE McKenzie 4,SUN,Solar,CA,California,PV,860.97,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57820,RE McKenzie 5,SUN,Solar,CA,California,PV,874.54,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57821,RE McKenzie 6,SUN,Solar,CA,California,PV,864.36,megawatthours,ipp-non-chp,57354,X-Elio North America Inc,BANC,Balancing Authority of Northern California,OP,5,2012-11,-121.295819|38.302594,9438,06067009403,-121.295819,38.302594
2013-04,57827,Dinuba Wastewater Treatment Plant,SUN,Solar,CA,California,PV,131.21,megawatthours,commercial-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,1,2011-11,-119.426388|36.538056,9538,06107000301,-119.426388,36.538056
2013-04,57831,Heliocentric,SUN,Solar,CA,California,PV,225.85,megawatthours,ipp-non-chp,57154,Heliocentric LLC,CISO,California Independent System Operator,OP,1.5,2012-03,-117.971004|34.65434,8728,06037900201,-117.971004,34.65434
2013-04,57836,L-8 Solar Project,SUN,Solar,CA,California,PV,227.91,megawatthours,ipp-non-chp,57159,L-8 Solar Project LLC,CISO,California Independent System Operator,OP,1.5,2012-05,-117.973103|34.654347,8728,06037900201,-117.973103,34.654347
2013-04,57840,ISH Solar Hospital SDMC,SUN,Solar,CA,California,PV,116.38,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.1,2011-12,-117.095277|32.791667,4411,06073009604,-117.095277,32.791667
2013-04,57841,ISH Solar Hospital Downey,SUN,Solar,CA,California,PV,111.93,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.1,2011-09,-118.124444|33.921667,5904,06037551101,-118.124444,33.921667
